%time soc i_tot i_mcu i_rf i_pv v_pv real_i_pv i_batt v_batt i_air_quality_sensor i_methane_sensor i_temperature_sensor i_mic_click_sensor
5361 0.994282290234 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89797560713 4.53096615961 0.002 0.002 0.002 0.002
5362 0.9942826286 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89797368251 4.53096839677 0.002 0.002 0.002 0.002
5363 0.994282966966 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89797175789 4.53097063393 0.002 0.002 0.002 0.002
5364 0.994283305332 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89796983327 4.5309728711 0.002 0.002 0.002 0.002
5365 0.994283643697 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89796790864 4.53097510828 0.002 0.002 0.002 0.002
5366 0.994283982063 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89796598402 4.53097734546 0.002 0.002 0.002 0.002
5367 0.994284320428 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89796405938 4.53097958265 0.002 0.002 0.002 0.002
5368 0.994284658793 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89796213475 4.53098181985 0.002 0.002 0.002 0.002
5369 0.994284997158 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89796021011 4.53098405705 0.002 0.002 0.002 0.002
5370 0.994285335523 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89795828546 4.53098629426 0.002 0.002 0.002 0.002
5371 0.994285673887 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89795636082 4.53098853148 0.002 0.002 0.002 0.002
5372 0.994286012251 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89795443617 4.5309907687 0.002 0.002 0.002 0.002
5373 0.994286350616 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89795251151 4.53099300593 0.002 0.002 0.002 0.002
5374 0.99428668898 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89795058686 4.53099524316 0.002 0.002 0.002 0.002
5375 0.994287027343 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.8979486622 4.5309974804 0.002 0.002 0.002 0.002
5376 0.994287365707 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89794673753 4.53099971765 0.002 0.002 0.002 0.002
5377 0.994287704071 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89794481286 4.5310019549 0.002 0.002 0.002 0.002
5378 0.994288042434 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89794288819 4.53100419216 0.002 0.002 0.002 0.002
5379 0.994288380797 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89794096352 4.53100642943 0.002 0.002 0.002 0.002
5380 0.99428871916 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89793903884 4.5310086667 0.002 0.002 0.002 0.002
5381 0.994289057523 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89793711415 4.53101090398 0.002 0.002 0.002 0.002
5382 0.994289395886 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89793518947 4.53101314127 0.002 0.002 0.002 0.002
5383 0.994289734248 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89793326478 4.53101537856 0.002 0.002 0.002 0.002
5384 0.994290072611 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89793134009 4.53101761586 0.002 0.002 0.002 0.002
5385 0.994290410973 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89792941539 4.53101985316 0.002 0.002 0.002 0.002
5386 0.994290749335 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89792749069 4.53102209047 0.002 0.002 0.002 0.002
5387 0.994291087697 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89792556599 4.53102432779 0.002 0.002 0.002 0.002
5388 0.994291426058 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89792364128 4.53102656511 0.002 0.002 0.002 0.002
5389 0.99429176442 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89792171657 4.53102880244 0.002 0.002 0.002 0.002
5390 0.994292102781 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89791979185 4.53103103978 0.002 0.002 0.002 0.002
5391 0.994292441142 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89791786714 4.53103327712 0.002 0.002 0.002 0.002
5392 0.994292779503 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89791594242 4.53103551447 0.002 0.002 0.002 0.002
5393 0.994293117864 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89791401769 4.53103775182 0.002 0.002 0.002 0.002
5394 0.994293456225 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89791209296 4.53103998918 0.002 0.002 0.002 0.002
5395 0.994293794585 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89791016823 4.53104222655 0.002 0.002 0.002 0.002
5396 0.994294132946 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89790824349 4.53104446392 0.002 0.002 0.002 0.002
5397 0.994294471306 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89790631876 4.5310467013 0.002 0.002 0.002 0.002
5398 0.994294809666 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89790439401 4.53104893869 0.002 0.002 0.002 0.002
5399 0.994295148026 -4.85223413846 0.002 0.001 4.07576428813 6.40828629836 4.86323413846 -3.89790246927 4.53105117608 0.002 0.002 0.002 0.002
5400 0.994295486385 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -3.89790054452 4.53105341348 48.2 18 0.3 0.15
5401 0.994295824745 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.5034252806 4.53273900792 48.2 18 0.3 0.15
5402 0.994293932144 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.4857601317 4.53271108995 48.2 18 0.3 0.15
5403 0.99428980935 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.486052607 4.53268369715 48.2 18 0.3 0.15
5404 0.994285687309 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.486339584 4.53265630514 48.2 18 0.3 0.15
5405 0.994281565243 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.4866265562 4.53262891407 48.2 18 0.3 0.15
5406 0.994277443153 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.486913522 4.53260152395 48.2 18 0.002 0.15
5407 0.994273321037 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2505228857 4.53256638747 48.2 18 0.002 0.15
5408 0.99426920917 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2508891721 4.53253913872 48.2 18 0.002 0.15
5409 0.994265107546 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2511732353 4.5325118885 48.2 18 0.002 0.15
5410 0.994261005894 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2514573172 4.53248463923 48.2 18 0.002 0.15
5411 0.994256904217 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2517413927 4.53245739089 48.2 18 0.002 0.15
5412 0.994252802516 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2520254619 4.53243014348 48.2 18 0.002 0.002
5413 0.99424870079 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1347555493 4.53239905107 48.2 18 0.002 0.002
5414 0.994244604141 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1350788954 4.53237187479 48.2 18 0.002 0.002
5415 0.994240512569 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1353615191 4.53234469825 48.2 18 0.002 0.002
5416 0.99423642097 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.135644149 4.53231752265 48.2 18 0.002 0.002
5417 0.994232329346 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1359267725 4.53229034798 48.2 18 0.002 0.002
5418 0.994228237698 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1362093897 4.53226317424 48.2 18 0.002 0.002
5419 0.994224146025 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1364920007 4.53223600143 48.2 18 0.002 0.002
5420 0.994220054328 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1367746053 4.53220882955 48.2 18 0.002 0.002
5421 0.994215962607 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1370572037 4.5321816586 48.2 18 0.002 0.002
5422 0.994211870861 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1373397957 4.53215448858 48.2 18 0.002 0.002
5423 0.99420777909 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1376223815 4.53212731949 48.2 18 0.002 0.002
5424 0.994203687295 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.137904961 4.53210015133 48.2 18 0.002 0.002
5425 0.994199595475 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1381875342 4.53207298411 48.2 18 0.002 0.002
5426 0.994195503631 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1384701011 4.53204581781 48.2 18 0.002 0.002
5427 0.994191411762 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1387526617 4.53201865245 48.2 18 0.002 0.002
5428 0.994187319868 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.139035216 4.53199148801 48.2 18 0.002 0.002
5429 0.99418322795 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1393177641 4.5319643245 48.2 18 0.002 0.002
5430 0.994179136008 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1396003058 4.53193716193 0.002 0.002 0.002 0.002
5431 0.994175044041 5.8128005958 13 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7542129363 4.53018220939 0.002 0.002 0.002 0.002
5432 0.9941732478 5.8128005958 13 0.001 6.12611726093 6.35832596006 7.1961994042 4.66831568943 4.53052595665 0.002 0.002 0.002 0.002
5433 0.994173294931 5.8128005958 13 0.001 6.12611726093 6.35832596006 7.1961994042 4.66796148757 4.53052326781 0.002 0.002 0.002 0.002
5434 0.994172889711 5.8128005958 13 0.001 6.12611726093 6.35832596006 7.1961994042 4.66796425798 4.53052058937 0.002 0.002 0.002 0.002
5435 0.994172484506 5.8128005958 13 0.001 6.12611726093 6.35832596006 7.1961994042 4.66796701767 4.53051791094 0.002 0.002 0.002 0.002
5436 0.994172079301 5.8128005958 13 0.001 6.12611726093 6.35832596006 7.1961994042 4.66796977736 4.53051523252 0.002 0.002 0.002 0.002
5437 0.994171674095 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 4.66797253705 4.53051255411 0.002 0.002 0.002 0.002
5438 0.994171268889 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.75602233351 4.53016940227 0.002 0.002 0.002 0.002
5439 0.994171316113 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67750913485 4.53017526772 0.002 0.002 0.002 0.002
5440 0.994171812361 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67750178389 4.53017852219 0.002 0.002 0.002 0.002
5441 0.9941723052 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67749770519 4.53018177656 0.002 0.002 0.002 0.002
5442 0.994172798038 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67749362661 4.53018503096 0.002 0.002 0.002 0.002
5443 0.994173290876 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67748954801 4.53018828536 0.002 0.002 0.002 0.002
5444 0.994173783714 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67748546941 4.53019153978 0.002 0.002 0.002 0.002
5445 0.994174276551 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67748139079 4.53019479422 0.002 0.002 0.002 0.002
5446 0.994174769389 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67747731216 4.53019804866 0.002 0.002 0.002 0.002
5447 0.994175262225 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67747323352 4.53020130312 0.002 0.002 0.002 0.002
5448 0.994175755062 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67746915487 4.5302045576 0.002 0.002 0.002 0.002
5449 0.994176247898 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67746507621 4.53020781208 0.002 0.002 0.002 0.002
5450 0.994176740733 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67746099754 4.53021106658 0.002 0.002 0.002 0.002
5451 0.994177233569 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67745691885 4.5302143211 0.002 0.002 0.002 0.002
5452 0.994177726404 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67745284016 4.53021757562 0.002 0.002 0.002 0.002
5453 0.994178219238 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67744876145 4.53022083016 0.002 0.002 0.002 0.002
5454 0.994178712073 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67744468274 4.53022408472 0.002 0.002 0.002 0.002
5455 0.994179204907 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67744060401 4.53022733928 0.002 0.002 0.002 0.002
5456 0.99417969774 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67743652527 4.53023059386 0.002 0.002 0.002 0.002
5457 0.994180190573 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67743244652 4.53023384846 0.002 0.002 0.002 0.002
5458 0.994180683406 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67742836776 4.53023710306 0.002 0.002 0.002 0.002
5459 0.994181176239 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67742428899 4.53024035769 0.002 0.002 0.002 0.002
5460 0.994181669071 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67742021021 4.53024361232 0.002 0.002 0.002 0.002
5461 0.994182161903 -7.0861994042 0.002 0.1 6.12611726093 6.35832596006 7.1961994042 -5.67741613142 4.53024686697 0.002 0.002 0.002 0.002
5462 0.994182654734 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.67741205261 4.53025012163 0.002 0.002 0.002 0.002
5463 0.994183147565 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75635577364 4.53025079702 0.002 0.002 0.002 0.002
5464 0.994183643822 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75635491546 4.53025409685 0.002 0.002 0.002 0.002
5465 0.994184143506 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75635072254 4.53025739678 0.002 0.002 0.002 0.002
5466 0.994184643189 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75634652949 4.53026069673 0.002 0.002 0.002 0.002
5467 0.994185142873 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75634233643 4.5302639967 0.002 0.002 0.002 0.002
5468 0.994185642555 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75633814336 4.53026729667 0.002 0.002 0.002 0.002
5469 0.994186142238 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75633395028 4.53027059667 0.002 0.002 0.002 0.002
5470 0.994186641919 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75632975718 4.53027389667 0.002 0.002 0.002 0.002
5471 0.994187141601 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75632556408 4.53027719669 0.002 0.002 0.002 0.002
5472 0.994187641282 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75632137096 4.53028049672 0.002 0.002 0.002 0.002
5473 0.994188140963 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75631717783 4.53028379677 0.002 0.002 0.002 0.002
5474 0.994188640644 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75631298469 4.53028709683 0.002 0.002 0.002 0.002
5475 0.994189140324 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75630879154 4.53029039691 0.002 0.002 0.002 0.002
5476 0.994189640004 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75630459837 4.53029369699 0.002 0.002 0.002 0.002
5477 0.994190139683 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7563004052 4.5302969971 0.002 0.002 0.002 0.002
5478 0.994190639362 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75629621201 4.53030029721 0.002 0.002 0.002 0.002
5479 0.994191139041 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75629201881 4.53030359734 0.002 0.002 0.002 0.002
5480 0.994191638719 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7562878256 4.53030689749 0.002 0.002 0.002 0.002
5481 0.994192138397 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75628363238 4.53031019764 0.002 0.002 0.002 0.002
5482 0.994192638074 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75627943915 4.53031349781 0.002 0.002 0.002 0.002
5483 0.994193137752 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75627524591 4.530316798 0.002 0.002 0.002 0.002
5484 0.994193637429 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75627105265 4.5303200982 0.002 0.002 0.002 0.002
5485 0.994194137105 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75626685939 4.53032339841 0.002 0.002 0.002 0.002
5486 0.994194636781 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75626266611 4.53032669864 0.002 0.002 0.002 0.002
5487 0.994195136457 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75625847282 4.53032999888 0.002 0.002 0.002 0.002
5488 0.994195636132 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75625427952 4.53033329913 0.002 0.002 0.002 0.002
5489 0.994196135807 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75625008621 4.5303365994 0.002 0.002 0.002 0.002
5490 0.994196635482 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75624589289 4.53033989968 0.002 0.002 0.002 0.002
5491 0.994197135156 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75624169955 4.53034319998 0.002 0.002 0.002 0.002
5492 0.99419763483 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7562375062 4.53034650028 0.002 0.002 0.002 0.002
5493 0.994198134504 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75623331285 4.53034980061 0.002 0.002 0.002 0.002
5494 0.994198634177 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75622911948 4.53035310094 0.002 0.002 0.002 0.002
5495 0.99419913385 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7562249261 4.53035640129 0.002 0.002 0.002 0.002
5496 0.994199633522 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75622073271 4.53035970166 0.002 0.002 0.002 0.002
5497 0.994200133194 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7562165393 4.53036300204 0.002 0.002 0.002 0.002
5498 0.994200632866 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75621234589 4.53036630243 0.002 0.002 0.002 0.002
5499 0.994201132538 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75620815246 4.53036960283 0.002 0.002 0.002 0.002
5500 0.994201632209 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75620395902 4.53037290325 0.002 0.002 0.002 0.002
5501 0.994202131879 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75619976558 4.53037620369 0.002 0.002 0.002 0.002
5502 0.99420263155 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75619557211 4.53037950413 0.002 0.002 0.002 0.002
5503 0.99420313122 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75619137864 4.5303828046 0.002 0.002 0.002 0.002
5504 0.994203630889 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75618718516 4.53038610507 0.002 0.002 0.002 0.002
5505 0.994204130558 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75618299166 4.53038940556 0.002 0.002 0.002 0.002
5506 0.994204630227 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75617879816 4.53039270606 0.002 0.002 0.002 0.002
5507 0.994205129896 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75617460464 4.53039600658 0.002 0.002 0.002 0.002
5508 0.994205629564 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75617041111 4.53039930711 0.002 0.002 0.002 0.002
5509 0.994206129232 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75616621757 4.53040260765 0.002 0.002 0.002 0.002
5510 0.994206628899 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75616202402 4.53040590821 0.002 0.002 0.002 0.002
5511 0.994207128566 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75615783046 4.53040920878 0.002 0.002 0.002 0.002
5512 0.994207628233 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75615363688 4.53041250936 0.002 0.002 0.002 0.002
5513 0.994208127899 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7561494433 4.53041580996 0.002 0.002 0.002 0.002
5514 0.994208627565 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.7561452497 4.53041911058 0.002 0.002 0.002 0.002
5515 0.99420912723 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75614105609 4.5304224112 0.002 0.002 0.002 0.002
5516 0.994209626896 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75613686247 4.53042571184 0.002 0.002 0.002 0.002
5517 0.99421012656 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75613266884 4.5304290125 0.002 0.002 0.002 0.002
5518 0.994210626225 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75612847519 4.53043231316 0.002 0.002 0.002 0.002
5519 0.994211125889 -7.1851994042 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75612428154 4.53043561385 0.002 0.002 0.002 0.002
5520 0.994211625553 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 -5.75612008787 4.53043891454 48.2 18 0.3 0.15
5521 0.994212125216 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.5098685425 4.5321835297 48.2 18 0.3 0.15
5522 0.994210312988 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.4915801311 4.53215561385 48.2 18 0.3 0.15
5523 0.994206189661 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.4918726559 4.53212824022 48.2 18 0.3 0.15
5524 0.994202067115 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.4921595024 4.53210086738 48.2 18 0.3 0.15
5525 0.994197944544 59.4568005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.492446344 4.53207349548 48.2 18 0.3 0.15
5526 0.994193821948 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.4927331793 4.53204612452 48.2 18 0.002 0.15
5527 0.994189699328 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2563134078 4.53201102005 48.2 18 0.002 0.15
5528 0.994185586956 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2566794502 4.53198379037 48.2 18 0.002 0.15
5529 0.99418148483 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2569633843 4.53195655922 48.2 18 0.002 0.15
5530 0.994177382675 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2572473369 4.53192932901 48.2 18 0.002 0.15
5531 0.994173280496 59.1588005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2575312832 4.53190209974 48.2 18 0.002 0.15
5532 0.994169178292 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.2578152232 4.5318748714 48.2 18 0.002 0.002
5533 0.994165076063 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.140530778 4.53184380444 48.2 18 0.002 0.002
5534 0.994160978913 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1408539386 4.53181664717 48.2 18 0.002 0.002
5535 0.994156886839 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1411364338 4.53178948965 48.2 18 0.002 0.002
5536 0.994152794738 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1414189351 4.53176233307 48.2 18 0.002 0.002
5537 0.994148702614 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.14170143 4.53173517741 48.2 18 0.002 0.002
5538 0.994144610464 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1419839187 4.53170802269 48.2 18 0.002 0.002
5539 0.99414051829 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1422664011 4.53168086889 48.2 18 0.002 0.002
5540 0.994136426092 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.1425488772 4.53165371602 48.2 18 0.002 0.002
5541 0.994132333869 59.0108005958 0.002 0.001 6.12611726093 6.35832596006 7.1961994042 47.142831347 4.53162656409 48.2 18 0.002 0.002
