%time soc i_tot i_mcu i_rf i_pv v_pv real_i_pv i_batt v_batt i_air_quality_sensor i_methane_sensor i_temperature_sensor i_mic_click_sensor
9933 0.992873525038 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0153927708 4.52130326722 0.002 0.002 0.002 0.002
9934 0.99287500207 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0153565698 4.5213128866 0.002 0.002 0.002 0.002
9935 0.992876479099 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0153203685 4.5213225061 0.002 0.002 0.002 0.002
9936 0.992877956125 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.015284167 4.52133212572 0.002 0.002 0.002 0.002
9937 0.992879433148 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0152479652 4.52134174546 0.002 0.002 0.002 0.002
9938 0.992880910167 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.015211763 4.52135136532 0.002 0.002 0.002 0.002
9939 0.992882387184 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0151755606 4.52136098529 0.002 0.002 0.002 0.002
9940 0.992883864197 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0151393579 4.52137060538 0.002 0.002 0.002 0.002
9941 0.992885341207 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0151031549 4.52138022559 0.002 0.002 0.002 0.002
9942 0.992886818214 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0150669516 4.52138984592 0.002 0.002 0.002 0.002
9943 0.992888295218 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.015030748 4.52139946637 0.002 0.002 0.002 0.002
9944 0.992889772219 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0149945441 4.52140908694 0.002 0.002 0.002 0.002
9945 0.992891249217 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0149583399 4.52141870763 0.002 0.002 0.002 0.002
9946 0.992892726211 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0149221354 4.52142832843 0.002 0.002 0.002 0.002
9947 0.992894203202 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0148859307 4.52143794935 0.002 0.002 0.002 0.002
9948 0.992895680191 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0148497256 4.52144757039 0.002 0.002 0.002 0.002
9949 0.992897157176 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0148135203 4.52145719155 0.002 0.002 0.002 0.002
9950 0.992898634158 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0147773146 4.52146681283 0.002 0.002 0.002 0.002
9951 0.992900111136 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0147411087 4.52147643423 0.002 0.002 0.002 0.002
9952 0.992901588112 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0147049025 4.52148605574 0.002 0.002 0.002 0.002
9953 0.992903065084 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.014668696 4.52149567738 0.002 0.002 0.002 0.002
9954 0.992904542054 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0146324892 4.52150529913 0.002 0.002 0.002 0.002
9955 0.99290601902 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0145962821 4.521514921 0.002 0.002 0.002 0.002
9956 0.992907495983 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0145600747 4.52152454299 0.002 0.002 0.002 0.002
9957 0.992908972943 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.014523867 4.5215341651 0.002 0.002 0.002 0.002
9958 0.9929104499 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.014487659 4.52154378733 0.002 0.002 0.002 0.002
9959 0.992911926853 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0144514508 4.52155340967 0.002 0.002 0.002 0.002
9960 0.992913403804 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0144152422 4.52156303214 48.2 18 0.3 0.15
9961 0.992914880751 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.3078588232 4.52326804842 48.2 18 0.3 0.15
9962 0.992914043362 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2941728135 4.52324702458 48.2 18 0.3 0.15
9963 0.992910892232 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2943415071 4.52322639197 48.2 18 0.3 0.15
9964 0.992907741689 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2945070631 4.52320575981 48.2 18 0.3 0.15
9965 0.992904591131 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2946726169 4.52318512819 48.2 18 0.3 0.15
9966 0.992901440559 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2948381679 4.52316449712 48.2 18 0.002 0.15
9967 0.992898289973 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0563141782 4.5231362801 48.2 18 0.002 0.15
9968 0.992895149732 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.056539111 4.52311578796 48.2 18 0.002 0.15
9969 0.992892019834 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0567024665 4.52309529462 48.2 18 0.002 0.15
9970 0.992888889919 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.056865833 4.52307480181 48.2 18 0.002 0.15
9971 0.99288575999 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0570291967 4.52305430954 48.2 18 0.002 0.15
9972 0.992882630046 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0571925577 4.5230338178 48.2 18 0.002 0.002
9973 0.992879500089 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9388086936 4.52300956023 48.2 18 0.002 0.002
9974 0.992876375262 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9390014388 4.52298913801 48.2 18 0.002 0.002
9975 0.992873255566 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9391637107 4.52296871546 48.2 18 0.002 0.002
9976 0.992870135854 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9393259867 4.52294829344 48.2 18 0.002 0.002
9977 0.992867016128 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.93948826 4.52292787195 48.2 18 0.002 0.002
9978 0.992863896387 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9396505305 4.522907451 48.2 18 0.002 0.002
9979 0.992860776633 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9398127982 4.52288703058 48.2 18 0.002 0.002
9980 0.992857656865 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9399750632 4.52286661069 48.2 18 0.002 0.002
9981 0.992854537082 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9401373254 4.52284619133 48.2 18 0.002 0.002
9982 0.992851417286 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9402995849 4.5228257725 48.2 18 0.002 0.002
9983 0.992848297475 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9404618416 4.5228053542 48.2 18 0.002 0.002
9984 0.99284517765 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9406240955 4.52278493644 48.2 18 0.002 0.002
9985 0.992842057812 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9407863467 4.5227645192 48.2 18 0.002 0.002
9986 0.992838937959 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9409485951 4.5227441025 48.2 18 0.002 0.002
9987 0.992835818092 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9411108408 4.52272368633 48.2 18 0.002 0.002
9988 0.992832698211 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9412730837 4.52270327069 48.2 18 0.002 0.002
9989 0.992829578316 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9414353238 4.52268285559 48.2 18 0.002 0.002
9990 0.992826458406 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9415975612 4.52266244101 0.002 0.002 0.002 0.002
9991 0.992823338483 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0102430273 4.5209617182 0.002 0.002 0.002 0.002
9992 0.99282251681 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68246609903 4.52129907752 0.002 0.002 0.002 0.002
9993 0.992823545139 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68196748299 4.52130287086 0.002 0.002 0.002 0.002
9994 0.992824125193 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68196187687 4.52130665035 0.002 0.002 0.002 0.002
9995 0.992824705224 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68195629124 4.52131042985 0.002 0.002 0.002 0.002
9996 0.992825285255 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68195070558 4.52131420937 0.002 0.002 0.002 0.002
9997 0.992825865286 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68194511991 4.52131798891 0.002 0.002 0.002 0.002
9998 0.992826445316 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -17.0153011667 4.5209938414 0.002 0.002 0.002 0.002
9999 0.992827473843 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9378778806 4.52100591741 0.002 0.002 0.002 0.002
10000 0.992828947505 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.937832638 4.52101548899 0.002 0.002 0.002 0.002
10001 0.992830417805 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9377967784 4.52102506043 0.002 0.002 0.002 0.002
10002 0.992831888101 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9377609195 4.52103463198 0.002 0.002 0.002 0.002
10003 0.992833358395 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9377250603 4.52104420365 0.002 0.002 0.002 0.002
10004 0.992834828685 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9376892008 4.52105377543 0.002 0.002 0.002 0.002
10005 0.992836298972 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9376533411 4.52106334733 0.002 0.002 0.002 0.002
10006 0.992837769256 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.937617481 4.52107291935 0.002 0.002 0.002 0.002
10007 0.992839239537 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9375816207 4.52108249149 0.002 0.002 0.002 0.002
10008 0.992840709814 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.93754576 4.52109206375 0.002 0.002 0.002 0.002
10009 0.992842180089 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9375098991 4.52110163612 0.002 0.002 0.002 0.002
10010 0.992843650361 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9374740379 4.52111120861 0.002 0.002 0.002 0.002
10011 0.992845120629 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9374381764 4.52112078121 0.002 0.002 0.002 0.002
10012 0.992846590894 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9374023147 4.52113035394 0.002 0.002 0.002 0.002
10013 0.992848061156 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9373664526 4.52113992678 0.002 0.002 0.002 0.002
10014 0.992849531415 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9373305902 4.52114949974 0.002 0.002 0.002 0.002
10015 0.992851001671 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9372947276 4.52115907282 0.002 0.002 0.002 0.002
10016 0.992852471924 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9372588647 4.52116864601 0.002 0.002 0.002 0.002
10017 0.992853942174 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9372230014 4.52117821932 0.002 0.002 0.002 0.002
10018 0.992855412421 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9371871379 4.52118779275 0.002 0.002 0.002 0.002
10019 0.992856882664 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9371512741 4.5211973663 0.002 0.002 0.002 0.002
10020 0.992858352904 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.93711541 4.52120693996 0.002 0.002 0.002 0.002
10021 0.992859823142 -21.2292790612 0.002 0.1 20.3154184793 6.01257949663 21.3392790612 -16.9370795457 4.52121651374 0.002 0.002 0.002 0.002
10022 0.992861293376 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -16.937043681 4.52122608764 0.002 0.002 0.002 0.002
10023 0.992862763607 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0156470304 4.52123316411 0.002 0.002 0.002 0.002
10024 0.992864237248 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0156203982 4.52124278235 0.002 0.002 0.002 0.002
10025 0.9928657143 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0155842 4.52125240099 0.002 0.002 0.002 0.002
10026 0.992867191348 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0155480006 4.52126201975 0.002 0.002 0.002 0.002
10027 0.992868668394 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0155118009 4.52127163862 0.002 0.002 0.002 0.002
10028 0.992870145437 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0154756009 4.52128125761 0.002 0.002 0.002 0.002
10029 0.992871622476 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0154394006 4.52129087672 0.002 0.002 0.002 0.002
10030 0.992873099512 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0154032 4.52130049595 0.002 0.002 0.002 0.002
10031 0.992874576545 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0153669991 4.5213101153 0.002 0.002 0.002 0.002
10032 0.992876053575 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.015330798 4.52131973477 0.002 0.002 0.002 0.002
10033 0.992877530602 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0152945965 4.52132935435 0.002 0.002 0.002 0.002
10034 0.992879007626 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0152583947 4.52133897405 0.002 0.002 0.002 0.002
10035 0.992880484646 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0152221927 4.52134859388 0.002 0.002 0.002 0.002
10036 0.992881961664 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0151859903 4.52135821382 0.002 0.002 0.002 0.002
10037 0.992883438678 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0151497877 4.52136783387 0.002 0.002 0.002 0.002
10038 0.992884915689 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0151135848 4.52137745405 0.002 0.002 0.002 0.002
10039 0.992886392697 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0150773816 4.52138707435 0.002 0.002 0.002 0.002
10040 0.992887869702 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0150411781 4.52139669476 0.002 0.002 0.002 0.002
10041 0.992889346703 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0150049743 4.52140631529 0.002 0.002 0.002 0.002
10042 0.992890823702 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0149687702 4.52141593595 0.002 0.002 0.002 0.002
10043 0.992892300697 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0149325658 4.52142555672 0.002 0.002 0.002 0.002
10044 0.99289377769 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0148963611 4.5214351776 0.002 0.002 0.002 0.002
10045 0.992895254679 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0148601561 4.52144479861 0.002 0.002 0.002 0.002
10046 0.992896731665 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0148239509 4.52145441974 0.002 0.002 0.002 0.002
10047 0.992898208647 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0147877453 4.52146404098 0.002 0.002 0.002 0.002
10048 0.992899685627 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0147515395 4.52147366234 0.002 0.002 0.002 0.002
10049 0.992901162604 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0147153333 4.52148328383 0.002 0.002 0.002 0.002
10050 0.992902639577 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0146791269 4.52149290543 0.002 0.002 0.002 0.002
10051 0.992904116547 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0146429202 4.52150252714 0.002 0.002 0.002 0.002
10052 0.992905593514 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0146067132 4.52151214898 0.002 0.002 0.002 0.002
10053 0.992907070478 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0145705059 4.52152177094 0.002 0.002 0.002 0.002
10054 0.992908547439 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0145342983 4.52153139301 0.002 0.002 0.002 0.002
10055 0.992910024397 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0144980904 4.5215410152 0.002 0.002 0.002 0.002
10056 0.992911501351 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0144618822 4.52155063751 0.002 0.002 0.002 0.002
10057 0.992912978303 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0144256737 4.52156025994 0.002 0.002 0.002 0.002
10058 0.992914455251 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.014389465 4.52156988249 0.002 0.002 0.002 0.002
10059 0.992915932196 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0143532559 4.52157950516 0.002 0.002 0.002 0.002
10060 0.992917409138 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0143170466 4.52158912794 0.002 0.002 0.002 0.002
10061 0.992918886077 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0142808369 4.52159875085 0.002 0.002 0.002 0.002
10062 0.992920363013 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.014244627 4.52160837387 0.002 0.002 0.002 0.002
10063 0.992921839945 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0142084168 4.52161799701 0.002 0.002 0.002 0.002
10064 0.992923316874 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0141722062 4.52162762027 0.002 0.002 0.002 0.002
10065 0.992924793801 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0141359954 4.52163724365 0.002 0.002 0.002 0.002
10066 0.992926270724 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0140997843 4.52164686715 0.002 0.002 0.002 0.002
10067 0.992927747644 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0140635729 4.52165649076 0.002 0.002 0.002 0.002
10068 0.992929224561 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0140273612 4.5216661145 0.002 0.002 0.002 0.002
10069 0.992930701474 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0139911493 4.52167573835 0.002 0.002 0.002 0.002
10070 0.992932178385 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.013954937 4.52168536232 0.002 0.002 0.002 0.002
10071 0.992933655292 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0139187244 4.52169498641 0.002 0.002 0.002 0.002
10072 0.992935132196 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0138825116 4.52170461062 0.002 0.002 0.002 0.002
10073 0.992936609097 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0138462984 4.52171423494 0.002 0.002 0.002 0.002
10074 0.992938085995 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.013810085 4.52172385939 0.002 0.002 0.002 0.002
10075 0.99293956289 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0137738713 4.52173348395 0.002 0.002 0.002 0.002
10076 0.992941039782 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0137376572 4.52174310864 0.002 0.002 0.002 0.002
10077 0.99294251667 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0137014429 4.52175273344 0.002 0.002 0.002 0.002
10078 0.992943993556 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0136652283 4.52176235836 0.002 0.002 0.002 0.002
10079 0.992945470438 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0136290134 4.5217719834 0.002 0.002 0.002 0.002
10080 0.992946947317 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0135927982 4.52178160855 48.2 18 0.3 0.15
10081 0.992948424193 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.3061037536 4.52348776928 48.2 18 0.3 0.15
10082 0.992947586845 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2924098847 4.52346673911 48.2 18 0.3 0.15
10083 0.992944435867 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2925786127 4.52344610072 48.2 18 0.3 0.15
10084 0.992941285477 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.292744199 4.52342546278 48.2 18 0.3 0.15
10085 0.992938135073 45.3137209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.292909783 4.52340482539 48.2 18 0.3 0.15
10086 0.992934984654 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.2930753643 4.52338418854 48.2 18 0.002 0.15
10087 0.99293183422 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0545629975 4.52335596064 48.2 18 0.002 0.15
10088 0.992928694132 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0547879952 4.52333546276 48.2 18 0.002 0.15
10089 0.992925564386 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0549513806 4.52331496368 48.2 18 0.002 0.15
10090 0.992922434623 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.055114777 4.52329446514 48.2 18 0.002 0.15
10091 0.992919304845 45.0157209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0552781706 4.52327396713 48.2 18 0.002 0.15
10092 0.992916175054 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 36.0554415614 4.52325346965 48.2 18 0.002 0.002
10093 0.992913045249 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9370634839 4.52322920381 48.2 18 0.002 0.002
10094 0.992909920574 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9372562761 4.52320877587 48.2 18 0.002 0.002
10095 0.992906801029 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9374185777 4.5231883476 48.2 18 0.002 0.002
10096 0.992903681468 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9375808834 4.52316791986 48.2 18 0.002 0.002
10097 0.992900561894 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9377431863 4.52314749266 48.2 18 0.002 0.002
10098 0.992897442305 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9379054865 4.52312706599 48.2 18 0.002 0.002
10099 0.992894322702 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9380677839 4.52310663985 48.2 18 0.002 0.002
10100 0.992891203085 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9382300785 4.52308621424 48.2 18 0.002 0.002
10101 0.992888083454 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9383923704 4.52306578916 48.2 18 0.002 0.002
10102 0.992884963809 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9385546595 4.52304536462 48.2 18 0.002 0.002
10103 0.99288184415 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9387169459 4.52302494061 48.2 18 0.002 0.002
10104 0.992878724477 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9388792295 4.52300451712 48.2 18 0.002 0.002
10105 0.992875604789 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9390415104 4.52298409417 48.2 18 0.002 0.002
10106 0.992872485088 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9392037885 4.52296367176 48.2 18 0.002 0.002
10107 0.992869365372 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9393660638 4.52294324987 48.2 18 0.002 0.002
10108 0.992866245643 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9395283364 4.52292282852 48.2 18 0.002 0.002
10109 0.992863125899 44.8677209388 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9396906062 4.52290240769 48.2 18 0.002 0.002
10110 0.992860006141 -21.3282790612 0.002 0.001 20.3154184793 6.01257949663 21.3392790612 35.9398528733 4.5228819874 0.002 0.002 0.002 0.002
10111 0.99285688637 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -17.0094173287 4.52118012667 0.002 0.002 0.002 0.002
10112 0.992856064736 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68214328349 4.52151770946 0.002 0.002 0.002 0.002
10113 0.992857093016 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68164438539 4.52152150388 0.002 0.002 0.002 0.002
10114 0.992857673041 -8.33027906116 13 0.001 20.3154184793 6.01257949663 21.3392790612 -6.68163877823 4.52152528442 0.002 0.002 0.002 0.002
