x, y
1, 4.084834014305791
0.9862745333256914, 4.031753458139703
0.9686274518515688, 3.9995261233539785
0.951470581483675, 3.97298573788085
0.9343137111157812, 3.959715473550896
0.9161764555604379, 3.944549702636856
0.9014705666736719, 3.9274879955783923
0.8848039074120068, 3.9066349889781975
0.8651960555629853, 3.8800946035050687
0.8495097814887697, 3.8668244823618947
0.8387254703768094, 3.8554501541763644
0.826470599996179, 3.8383884471179006
0.809803866684498, 3.817535583704485
0.791176437047934, 3.798578226875156
0.7730392185175987, 3.7777249339014025
0.7549019259372474, 3.7644548127582285
0.7377450555693535, 3.749288898657409
0.7245098000012737, 3.7379147136586583
0.7098039851645236, 3.7246444493287045
0.6936273889090552, 3.7094786784146647
0.6740196111100498, 3.6867298788568252
0.6593137222232837, 3.6753552642977367
0.6426470629616187, 3.663980936112207
0.6299020184997675, 3.650710671782253
0.6156862666692141, 3.635544900868213
0.6019607259448894, 3.622274636538259
0.5867647000019105, 3.603317422895709
0.5740196555400594, 3.591943094710179
0.5583332703908197, 3.5805684801510904
0.5450980888727559, 3.56919429515234
0.5352941629482452, 3.555924030822386
0.5230392555426069, 3.5445495594500764
0.5107843481369683, 3.5312795814936813
0.499999925949984, 3.5255922026207474
0.48431376295079254, 3.516113524206083
0.4700980851702552, 3.4971561673767537
0.45637254444593045, 3.4933647246482438
0.44313728887785064, 3.481990253275934
0.4259804185099567, 3.4687201321327596
0.4127450148418449, 3.463033039633385
0.3970588518426533, 3.4497627753034306
0.38088240368721693, 3.4383885903046796
0.3627451111068657, 3.427013975745591
0.34362747036407304, 3.4137438546024166
0.32794108521483323, 3.4023693832301074
0.31176471110941295, 3.3947864977730875
0.2975490333288756, 3.3815165198166923
0.2799019518547531, 3.3682463986735174
0.26568627407421574, 3.360663226842939
0.25392157777480595, 3.345497455928899
0.24411765185029521, 3.3360187775142345
0.2269607814824014, 3.3246443061419253
0.21372552591432148, 3.3075828854570197
0.20147054445866708, 3.3056869493125958
0.19166661853415645, 3.2848339427124014
0.17892157407230513, 3.279146850213026
0.16666674071668286, 3.262084999967783
0.1519608518299167, 3.241231993367588
0.1411763555929163, 3.226066079266769
0.12598025559992165, 3.201421486751285
0.11421563335052787, 3.178672687193446
0.10343143331359173, 3.157819680593251
0.09362750738908099, 3.1350710242221913
0.07892161850231483, 3.0990521035211773
0.06960790368403291, 3.059241453718095
0.06127446297817629, 3.013743997789196
0.05098032594743662, 2.9682463986735175
0.04215682223538364, 2.9227485131842803
0.033823529629558924, 2.871563678382447
0.02598044812996314, 2.824170286309124
0.019117640742792874, 2.7616114096953197
0.014215677780537339, 2.7104261453331486
0.009803777824478832, 2.6554498678028056
0.004901814862223519, 2.6080564757294824
0.0019608444249150647, 2.551184405241495
0, 2.5
