x, y
0, 17.18874775947406
0.18791266588486236, 17.10843008027217
0.39614026122225443, 17.269071505424122
0.5967497340398904, 17.10843008027217
0.8278316969365513, 17.10843008027217
1.0843065064969144, 16.947794721868398
1.3052311005675412, 16.867464909170153
1.5210764348237673, 16.546188125614457
1.7216859076414033, 16.305216887764246
1.9476889943245863, 16.224905275310547
2.140680920023849, 15.823298679056577
2.323514326094311, 15.421692082802622
2.5088879374733564, 14.779108181950264
2.7145759029035483, 14.056218735392392
2.907567445001889, 13.172681796934398
3.1030980416060467, 12.369468604426473
3.3189437594631945, 10.923689711310743
3.5373292990280047, 8.995992609487345
3.7176232669917275, 7.309230345025071
3.872524388291748, 5.5421686016054394
3.996952635911821, 3.5341356203356185
4.134078457666512, 1.606414251519496
4.2204170516901085, -0.16063535840378051
