Image; Original Power; brightness_0.7_boost_1.1; brightness_0.7_boost_1.2; brightness_0.7_boost_1.3; brightness_0.7_boost_1.4; brightness_0.7_boost_1.5; brightness_0.7_boost_1.6; brightness_0.7_boost_1.7; brightness_0.7_boost_1.8; brightness_0.7_boost_1.9; brightness_0.8_boost_1.1; brightness_0.8_boost_1.2; brightness_0.8_boost_1.3; brightness_0.8_boost_1.4; brightness_0.8_boost_1.5; brightness_0.8_boost_1.6; brightness_0.8_boost_1.7; brightness_0.8_boost_1.8; brightness_0.8_boost_1.9; brightness_0.9_boost_1.1; brightness_0.9_boost_1.2; brightness_0.9_boost_1.3; brightness_0.9_boost_1.4; brightness_0.9_boost_1.5; brightness_0.9_boost_1.6; brightness_0.9_boost_1.7; brightness_0.9_boost_1.8; brightness_0.9_boost_1.9; 
images\screenshots\screen_1.png; 43210.32889944295; 34304.54447701729; 34161.406578038484; 34280.47636525856; 34470.10400923663; 34725.44987169129; 35064.16851006127; 35477.96472089555; 35925.99975247934; 36373.59080712774; 36598.50269648516; 36522.96811143848; 36716.49155627275; 37068.05813595946; 37458.04527275617; 37835.318821168046; 38206.882814514145; 38583.74204089592; 38978.86768867633; 39545.54607585224; 39502.67647458421; 39620.68120548981; 39835.194046371194; 40086.30555765461; 40361.019582536515; 40652.88982058049; 40968.24286952396; 41309.261988616716
