Image; brightness_0.5_boost_1.0; brightness_0.5_boost_1.1; brightness_0.5_boost_1.2; brightness_0.5_boost_1.3; brightness_0.5_boost_1.4; brightness_0.6_boost_1.0; brightness_0.6_boost_1.1; brightness_0.6_boost_1.2; brightness_0.6_boost_1.3; brightness_0.6_boost_1.4; brightness_0.7_boost_1.0; brightness_0.7_boost_1.1; brightness_0.7_boost_1.2; brightness_0.7_boost_1.3; brightness_0.7_boost_1.4; brightness_0.8_boost_1.0; brightness_0.8_boost_1.1; brightness_0.8_boost_1.2; brightness_0.8_boost_1.3; brightness_0.8_boost_1.4; Histogram Equalization; CLAHE
images\BSR\BSDS500\test\249021.jpg; 7.470326642638668; 7.081109459057281; 6.690287050051026; 6.308556707363225; 5.931305709094429; 5.938082163821527; 5.485280994200998; 5.03970927219567; 4.5995432471080235; 4.167978223684597; 4.450966720175185; 3.9362904467936035; 3.4336602627777157; 2.961907931178475; 2.5911080805509683; 2.9900518717180145; 2.435210126100766; 1.9526199286504429; 1.8957570318033332; 2.3187240080995717; 2.6590107501293483; 1.7240158540584725
images\BSR\BSDS500\test\250047.jpg; 6.294572107024776; 5.835397072428033; 5.377346295594335; 4.930056539968586; 4.489350843221442; 5.0248461452459505; 4.486877886639971; 3.965699068371848; 3.467369572581199; 2.998457862363642; 3.8431674781826546; 3.2491604202986477; 2.704744654433667; 2.2295260148516656; 1.910664852841579; 2.6947748748615314; 2.113658482595175; 1.6734745844236145; 1.5905683970843614; 1.8359504110531308; 1.969354316537969; 1.079255987018543
images\BSR\BSDS500\test\250087.jpg; 8.029871135073684; 7.74754401110119; 7.466640395540877; 7.208030797506565; 6.938373475220216; 6.330580139506034; 6.012512417597655; 5.699035834616846; 5.387070122489398; 5.066572417457568; 4.745460424631162; 4.37470691376521; 4.009589065261145; 3.6536200753309225; 3.3426425415621486; 3.1594080957126924; 2.757378967359092; 2.369992957563891; 2.213060882955941; 2.215628483229387; 3.3469571868464323; 0.5938373718475022
images\BSR\BSDS500\test\253016.jpg; 8.82892358065316; 7.971545241204931; 7.11952537911357; 6.289853647849668; 5.472775986601313; 6.99929120377107; 6.008244503039608; 5.026642653213723; 4.0754972246529; 3.1281836374149274; 5.235680546730661; 4.1033582307835985; 3.0132156161478694; 1.9683028085283933; 1.1734236310783426; 3.5032952458489897; 2.2914979988853097; 1.2356226800185584; 1.0981243002405683; 1.8631004248231755; 4.221810741167306; 2.654488307185339
images\BSR\BSDS500\test\253092.jpg; 6.952746794589756; 6.318939836035672; 5.69605040466903; 5.0837419454088035; 4.483492123236255; 5.525875261291768; 4.792734652413234; 4.07343841319193; 3.3728332103441505; 2.6724194454599757; 4.148272196978637; 3.3173831046906845; 2.5093906697899864; 1.747865434516133; 1.1588260774431831; 2.8001068069226993; 1.9093664040271792; 1.1296616436248434; 1.0163087900085164; 1.604600542606049; 2.4014548363331354; 3.255042512161558
images\BSR\BSDS500\test\257098.jpg; 6.924205898246781; 6.835230019324653; 6.738747735034209; 6.646715685559747; 6.554701730714656; 5.495618542232718; 5.384923789472529; 5.27880050963858; 5.175594018285972; 5.070960733368877; 4.104965646998687; 3.983728652130172; 3.863033802142167; 3.753862772623894; 3.6722470986799878; 2.748826206471665; 2.6203807533639174; 2.5106582535419606; 2.4859216403317097; 2.550743654097917; 1.6472917817823327; 1.9634670770650593
images\BSR\BSDS500\test\258089.jpg; 6.7681936051189275; 6.312475665100738; 5.841775697865059; 5.3947592865339145; 4.946856948533633; 5.404440470620201; 4.867941113284616; 4.337995955585243; 3.834973605344332; 3.342815559950532; 4.092797838836891; 3.493503290256116; 2.9248488037297795; 2.4115591837615615; 2.039686884757661; 2.836717621517294; 2.218490991249307; 1.712811037344637; 1.6317027601218856; 1.9416225226928767; 1.419750950552471; 1.0029783054036512
images\BSR\BSDS500\test\259060.jpg; 8.00784153039468; 7.189128912912233; 6.375467791150877; 5.578809409503833; 4.796050009698716; 6.373924081161338; 5.418545780066503; 4.487629654593112; 3.5955202748442017; 2.732933578541956; 4.793688422769198; 3.7321629770870293; 2.7335408138703063; 1.8147143038544058; 1.1043291545516845; 3.2815849582484264; 2.1909990683469016; 1.270413251129205; 1.089005236141811; 1.5242012975374917; 2.0554895557219246; 1.2606641513371772
images\BSR\BSDS500\test\267036.jpg; 6.502288958854745; 6.01332897086637; 5.526751480195615; 5.046738843993093; 4.5790836642875785; 5.183303925681761; 4.610667043405693; 4.048873698127772; 3.501612463415895; 2.9713834064620634; 3.9017990164106244; 3.2573844796133353; 2.6411282915921195; 2.063747152456604; 1.6146060443574206; 2.662127231988361; 1.9768916727209835; 1.3978751101474984; 1.3543726184786926; 1.8758948847224641; 1.4829672162044332; 0.7050448344845865
images\BSR\BSDS500\test\268048.jpg; 6.702182572220751; 6.029230462383529; 5.351335736965129; 4.6882730417287934; 4.037520737201984; 5.347063801121271; 4.5534070612615265; 3.7714382650581197; 3.0143078215101293; 2.273797481176581; 4.0292603579094495; 3.1313209378459974; 2.271508381467349; 1.4724815131303672; 0.89015762863708; 2.7392740993739517; 1.7938934116795238; 1.0087294968067437; 0.9281552635504996; 1.5287563876740289; 1.0938988454607488; 0.8625497479611317
images\BSR\BSDS500\test\268074.jpg; 5.129485997401763; 4.636489566198935; 4.139837790584022; 3.662866773405131; 3.2038315813237905; 4.114658021385207; 3.5437918863495557; 2.9905236609455446; 2.468084224052326; 1.9580855342268069; 3.15179330999946; 2.522402554246471; 1.9385872285966579; 1.4193786857098263; 1.0722905893919101; 2.242742675626545; 1.6060907469523; 1.1202625595225917; 1.0592814952745733; 1.475626395465213; 5.942600687856582; 1.0137567789002186
images\BSR\BSDS500\test\277053.jpg; 6.809919632112668; 6.305897309442708; 5.810743167835775; 5.321949815403284; 4.846068632018418; 5.42493134703679; 4.841077123947687; 4.270930804091463; 3.715540570133302; 3.1761345712657416; 4.089997330488171; 3.4296083029859608; 2.8055402143028214; 2.2398706660252365; 1.8579307310828588; 2.7942571909075955; 2.108741429376434; 1.5751448960232006; 1.5050128727486811; 1.8673904629901408; 2.36278573228743; 1.7767259400446884
images\BSR\BSDS500\test\279005.jpg; 5.246472978757819; 4.8177204305788095; 4.389116415363698; 3.965254217728175; 3.5362278117937485; 4.1871337040170165; 3.659230193919351; 3.157697239649236; 2.6874291546394447; 2.226184873894368; 3.1346710282313275; 2.557570443166007; 2.0308724489643923; 1.5390635495683562; 1.1074530330454715; 2.1331113208939043; 1.5337749507432872; 1.0194572667867716; 0.94777630012616; 1.399148904807278; 4.09749599860368; 3.0328074004536845
images\BSR\BSDS500\test\28083.jpg; 6.7704992388077585; 6.318742461717558; 5.864306482025975; 5.424474719837956; 4.995932356538436; 5.381622393986078; 4.859293082300011; 4.338209208064635; 3.8413309283849313; 3.3502450802061565; 4.035766550723715; 3.4399380742850365; 2.8784570162822285; 2.3618796236944983; 1.9885671713195114; 2.7218057254752854; 2.110072927467537; 1.5988348708081246; 1.5451310128892628; 1.989692327032281; 3.3592836891768645; 1.9107469805280153
images\BSR\BSDS500\test\281017.jpg; 6.388606703139089; 6.159785828452454; 5.928300164562686; 5.700055388111645; 5.476251199279536; 5.091328973885789; 4.822012304717544; 4.551481745873863; 4.2956725932882955; 4.045456095742634; 3.8186753060104275; 3.5151908492414647; 3.2235812359204608; 2.9537319813629805; 2.760000594619175; 2.5871802827059986; 2.265124873027936; 1.9996727522248756; 1.9658510992093037; 2.1806162334614525; 2.9116797535245897; 1.6761089818691688
images\BSR\BSDS500\test\285022.jpg; 4.1390943256316; 3.798234610509163; 3.348263600779998; 2.954730458303553; 2.580264944722848; 3.3319738022108005; 2.8548702183705252; 2.436476513923424; 1.9289286142235695; 1.4405406840056356; 2.5483971936158; 2.014285711285425; 1.427649871263944; 1.0223780527478743; 0.6888494282885633; 1.7255018664004296; 1.2107033552524586; 0.7500385401901655; 0.6900964880569512; 1.0303114902118091; 7.773343292424059; 3.340035096390444
images\BSR\BSDS500\test\288024.jpg; 5.979469314570653; 5.535878843859889; 5.095281514506131; 4.6599497679538; 4.231715168646201; 4.777689191137701; 4.257818988411102; 3.744263911052019; 3.252230514671637; 2.77366875640031; 3.592068353016764; 3.0081446895540167; 2.451029310727854; 1.9348882050370837; 1.558638403909694; 2.436300004866983; 1.8249692646126308; 1.315341385636438; 1.2538734577494235; 1.6343384058039403; 2.914253860349498; 1.8800840171233433
images\BSR\BSDS500\test\289011.jpg; 6.303423277040901; 5.709166578903973; 5.103998731014089; 4.510634540761614; 3.9304676805381815; 5.017659920816806; 4.3087201748360675; 3.617624745325527; 2.9399195255540347; 2.279585651263171; 3.758066161776654; 2.9537622715378613; 2.1984526077557063; 1.4691297967556425; 0.9186443574102363; 2.533599905914076; 1.6897837186406552; 0.9614120236828333; 0.8890180292491543; 1.5401260826980878; 5.01591890984683; 1.3913611697465833
images\BSR\BSDS500\test\290035.jpg; 6.391161359660489; 5.912864606481003; 5.434007369447793; 4.966518146820363; 4.503714304790335; 5.090179478322659; 4.532086747103057; 3.9759996417899313; 3.442549236195252; 2.917831186311538; 3.829875213682136; 3.1997345555936683; 2.588944888273721; 2.0080999706354983; 1.5700387746379645; 2.6071800112802586; 1.929496945032564; 1.3443305728990762; 1.2956000632595794; 1.7963098134947775; 3.3830362997591843; 1.636728072765214
images\BSR\BSDS500\test\29030.jpg; 5.580065080479573; 5.007369183797252; 4.436289837876372; 3.874017849962518; 3.329099478337575; 4.43614593695744; 3.7674909336983817; 3.1080246659502753; 2.4868019152469603; 1.8722586600480373; 3.3290229161087996; 2.589717814537177; 1.8750169286889824; 1.2226819847994583; 0.7159046728836679; 2.274762695254761; 1.4874681761382047; 0.8276715501581939; 0.7659573009852495; 1.3457903284996429; 3.5502420667025607; 0.715273792908978
images\BSR\BSDS500\test\296028.jpg; 8.527628609957087; 7.999646717716737; 7.470077943719379; 6.951267919037975; 6.44346078776392; 6.762072348299078; 6.144062830170298; 5.532202436179914; 4.94220806063611; 4.358289209547151; 5.054561338380406; 4.354479125348997; 3.6771960296815105; 3.049044735542487; 2.584685795159388; 3.390345007416598; 2.645912184537579; 2.016916304835809; 1.9528583034727443; 2.4399191714317223; 4.016707057134175; 2.1910721603716787
images\BSR\BSDS500\test\296058.jpg; 5.696188898061877; 5.130865921905594; 4.554011573503137; 3.9961651374731297; 3.4434961057223163; 4.553973622466326; 3.887635819202225; 3.2191231764032184; 2.5768807051770213; 1.9668465489929863; 3.442972554017697; 2.68359092401674; 1.9680874161544712; 1.3506665764810135; 0.9543487587153805; 2.3592148589914443; 1.6011986532092162; 1.0294112973473106; 0.9823600039991754; 1.4635601147113069; 3.5618667308250718; 1.6747440127453797
images\BSR\BSDS500\test\302022.jpg; 6.395893516925358; 5.745394154806544; 5.107230639825598; 4.475890383220878; 3.8581373874843354; 5.107230639825598; 4.351365894140772; 3.612793670595824; 2.907019703222432; 2.2232970656830715; 3.8581373874843354; 3.025735782394966; 2.2248302656404806; 1.4928950408186183; 0.9249919894884306; 2.665619952747344; 1.792985156974801; 1.0575237281304055; 0.9537074377494164; 1.5673579062434198; 1.5441140472218278; 1.0506616722657662
images\BSR\BSDS500\test\306051.jpg; 5.963055156915268; 5.5503619734378375; 5.141015475251798; 4.738395592069738; 4.344245378989597; 4.778938633287567; 4.295861443551199; 3.8232048263273968; 3.3656403064623466; 2.9177487553378385; 3.6109436825582515; 3.0702675462274462; 2.550673289092176; 2.067563575288214; 1.7073560897933864; 2.484132563067699; 1.9116995948810458; 1.4268133364295208; 1.383257830759651; 1.790988291975761; 2.5643899133675605; 0.8570569288585619
images\BSR\BSDS500\test\306052.jpg; 6.095863807523222; 5.733242564370966; 5.3708485915168875; 5.019875319975074; 4.669704987283288; 4.8773351060889345; 4.455171077292949; 4.0392465575786085; 3.637147786131701; 3.243524095196208; 3.697580690199351; 3.223291947719484; 2.765450417448654; 2.3421640821136696; 2.037280193859507; 2.546001311154196; 2.042899706976579; 1.6245387263124456; 1.5720664926286456; 1.82640248138261; 2.2600779839744756; 1.2239958957059431
images\BSR\BSDS500\test\3063.jpg; 8.30470170874193; 8.09267473846366; 7.874347717597723; 7.667563460299178; 7.457513763266162; 6.591522247232817; 6.34467738660781; 6.0937003803148775; 5.851213820345649; 5.6161792916766045; 4.9015855534358455; 4.61710338789194; 4.342389089435251; 4.076727676775514; 3.851541737082562; 3.276634937334032; 2.967889452375363; 2.682027480671362; 2.655642630723989; 2.8849245592897304; 4.92609777969299; 0.5197112769790129
images\BSR\BSDS500\test\309040.jpg; 7.180901596200393; 6.746868575386735; 6.312401884855888; 5.886458531992001; 5.469780558306594; 5.723418641563502; 5.214825896660277; 4.7149224924808095; 4.2354227397107875; 3.7708011835630786; 4.3110019096751095; 3.7396424432543025; 3.2032434992069216; 2.702821969271069; 2.347782793591996; 2.9458363984543166; 2.3525160172692985; 1.8666356259311785; 1.7764859794975618; 2.050431967514714; 1.7723928258725996; 1.4646684796211027
images\BSR\BSDS500\test\317043.jpg; 6.810192755179838; 6.130992715163043; 5.4422852079058925; 4.764703796336625; 4.091333813751532; 5.439798569019843; 4.623509443151039; 3.8255278048568533; 3.0587235603753307; 2.314364064761537; 4.086578231869443; 3.170248698347665; 2.3144076727552694; 1.5153450109062887; 0.9470350173107751; 2.781316148643346; 1.8411772177591674; 1.064840888294359; 0.9955863613991425; 1.680762050962352; 4.561233697472119; 0.8978839704776878
images\BSR\BSDS500\test\326025.jpg; 4.4902992769407275; 4.06175123035637; 3.6073148904630745; 3.1732918051325107; 2.7572915440340893; 3.5948986959568727; 3.070137857187726; 2.5728339658118706; 2.0976359463497514; 1.6311101114618727; 2.7342841800746878; 2.1608238089705627; 1.6229035943224557; 1.139398626324553; 0.8135247962566157; 1.9037631512401474; 1.3249855488117677; 0.8681454103812731; 0.809613784622661; 1.1504846174324972; 7.135404572519359; 0.7918226249407457
images\BSR\BSDS500\test\326085.jpg; 6.689618856054394; 6.009570991397011; 5.331043110071268; 4.669659170969466; 4.012985290831229; 5.320826521511086; 4.529557050371654; 3.7432841751761003; 2.978855216831834; 2.233632236161452; 3.9915359027692006; 3.0901059341322723; 2.2240998953328246; 1.3979179816016865; 0.7512979997254878; 2.6931810176410402; 1.7272195414698222; 0.8916473971382833; 0.8154722596110929; 1.4448950102985796; 1.3771651416285577; 0.6643921612298537
images\BSR\BSDS500\test\33044.jpg; 6.863914660074178; 6.16478434155284; 5.4515921834058245; 4.772770014863085; 4.0882101163138795; 5.451543093742343; 4.635478160634778; 3.814782053216777; 3.0244906246519347; 2.2370565766102546; 4.088110951364883; 3.147863920281307; 2.2393896664727717; 1.3980101606992563; 0.783752949507191; 2.742987268263022; 1.745235089162624; 0.9211441352020276; 0.7656786563329596; 1.2486352123872295; 2.1324944833170707; 0.7591082640811789
images\BSR\BSDS500\test\334025.jpg; 5.368931019686531; 4.985689159500713; 4.5804716211379395; 4.193588513710349; 3.8024301616457636; 4.255988029871536; 3.793000743300208; 3.3076874323246983; 2.8513046593242852; 2.4120659816440893; 3.241181666340552; 2.6933419606241475; 2.1772635666964524; 1.6825811083620141; 1.305307444913483; 2.2044151145784503; 1.6246212925763122; 1.1333283402439478; 1.0924820313314847; 1.5451339859517397; 3.265497383231438; 0.7920007078247696
images\BSR\BSDS500\test\335088.jpg; 7.3531879718625435; 6.609956382814623; 5.8588003687622825; 5.123882216527697; 4.404955485624106; 5.84541916833914; 4.968991338260196; 4.100342017269688; 3.2632412219301616; 2.4438251198515193; 4.378767557849684; 3.386494542210467; 2.4325168517094418; 1.5325638083228965; 0.8549369678900086; 2.950756821935263; 1.89068414180939; 0.9853118600824581; 0.9094981861144747; 1.665792394665986; 2.252426395754258; 0.8461331093512409
images\BSR\BSDS500\test\335094.jpg; 8.456344893155114; 7.86682099727317; 7.278617216761557; 6.737391437704455; 6.17551140318862; 6.698014336867933; 6.031577607404489; 5.377007439351433; 4.736884716538248; 4.084244536084813; 5.024750311165155; 4.263090824928825; 3.5133782399418876; 2.8080028219220536; 2.2449951070713587; 3.3812436773707386; 2.563277799567648; 1.8295646774826857; 1.57677578386077; 1.6898442271916527; 2.434490864257119; 0.6874516867359298
images\BSR\BSDS500\test\344010.jpg; 8.444416046590156; 7.583391951263585; 6.7320631895205745; 5.896262737933578; 5.069701466244862; 6.714924200182211; 5.706346927970437; 4.732613795530996; 3.7792027354838433; 2.8482089959207793; 5.0363321939040935; 3.9097946050168977; 2.8343419408030894; 1.8235557804863431; 1.0708398923645874; 3.4176557604233264; 2.2277889832544626; 1.2181402381449924; 1.0532159104972014; 1.5935631506287902; 2.8278485451983038; 0.9471278095169285
images\BSR\BSDS500\test\346016.jpg; 5.876138304383609; 5.297062039340112; 4.6973897294232545; 4.117419631689563; 3.5482966752595155; 4.696931349687413; 4.005533521412802; 3.315567378337326; 2.6766202349826074; 2.0484546760360454; 3.5478398893789587; 2.776315880476896; 2.0512206784878124; 1.3959538614699938; 0.9922168229850852; 2.4558282826171776; 1.6593103231664599; 1.0663181008734806; 1.017511820464872; 1.5222111584662068; 3.8119839780476275; 0.9594621868962195
images\BSR\BSDS500\test\347031.jpg; 8.257258501816867; 7.6408472802575735; 7.029106842429966; 6.444646934058632; 5.855398593229818; 6.539819154555206; 5.83198205211028; 5.133873084074854; 4.456039517691715; 3.780963399306948; 4.890109190038972; 4.080970317843465; 3.304540490396226; 2.5683187463606885; 1.9800631808058629; 3.269016706212386; 2.4166947194816815; 1.6537779783104376; 1.4526814241033092; 1.8173059808723386; 2.9664802851583505; 1.0120111355142436
images\BSR\BSDS500\test\35028.jpg; 6.577046097845325; 5.855031301403838; 5.091280955166816; 4.416577370078634; 3.7693792391003575; 5.091280955166816; 4.2829045751784935; 3.5011859789746933; 2.784604203385321; 2.05230377551887; 3.7693792391003575; 2.8821863235002567; 2.06309092120312; 1.2610569157160176; 0.5698759551777504; 2.499614566495985; 1.5801590536066796; 0.7510322148927924; 0.6616657766644244; 1.4311138424028627; 8.063863040868531; 2.6865795000302746
images\BSR\BSDS500\test\35049.jpg; 5.164706390602948; 4.625694191437716; 4.078695297276392; 3.5624997041995474; 3.058196656772712; 4.078692045730545; 3.4605865226469135; 2.8579348576893975; 2.2809154250845127; 1.7160654312957417; 3.0582102279981735; 2.369253453793828; 1.7206243264284216; 1.1220015127890022; 0.6688581619949984; 2.0657585071564655; 1.3739991728590437; 0.7785386302014702; 0.7023046101470308; 1.2086775574164164; 8.111329258945513; 2.7476441468798014
images\BSR\BSDS500\test\36046.jpg; 8.099812353403959; 7.530752180171958; 6.9851928300317345; 6.441805581473823; 5.8989330926206325; 6.428892495676214; 5.7711032967821785; 5.132340304545912; 4.513017467443479; 3.9135502239079023; 4.805716832351823; 4.07600872724281; 3.3715075750466754; 2.7031901803183622; 2.216440302178712; 3.234368192212832; 2.4478663571206036; 1.78482973012676; 1.7331716919052398; 2.3274392438469516; 3.3565905745527513; 0.8379201829871032
images\BSR\BSDS500\test\365072.jpg; 6.835143466905184; 6.1451824879771255; 5.459484484310667; 4.789539177820111; 4.1225150581324606; 5.447300079201335; 4.646009013291992; 3.8430315766905783; 3.07319700076346; 2.324303749295366; 4.103416683484141; 3.1888472652329747; 2.3161828920189245; 1.497355796534943; 0.9067400957217414; 2.789839780104133; 1.8219755455863431; 1.019124743175089; 0.9316603595980149; 1.4884804787544155; 1.2335103390982383; 0.8396352750559298
images\BSR\BSDS500\test\368037.jpg; 7.526666389035632; 6.8838258218452255; 6.2495582602125; 5.635024627612032; 5.029539421981978; 5.965344959220047; 5.229489061101939; 4.504503414190199; 3.803050164669545; 3.098776275453885; 4.475488333322155; 3.637364348116931; 2.827219748241197; 2.057919120873574; 1.4408407121974487; 3.010815248666699; 2.1176817552162253; 1.3137476787225015; 1.1740084843603047; 1.6832467507154731; 1.761110217687451; 0.6549259262421112
images\BSR\BSDS500\test\372019.jpg; 7.231744542706768; 6.912562260033049; 6.600171241064107; 6.2874238271202; 5.984058676938502; 5.746142583771809; 5.3730341117186295; 5.007572462296817; 4.651087115672503; 4.3060642280157015; 4.309944729485202; 3.8888260495164704; 3.4877683322314565; 3.1134687525593807; 2.8611264409610975; 2.904181432462289; 2.4612596813506302; 2.106515604253744; 2.0824831674272306; 2.383009636621408; 2.4979480706914114; 0.658109846357263
images\BSR\BSDS500\test\376086.jpg; 4.979866628195709; 4.5037747940298205; 4.025032419880381; 3.562858409160664; 3.1085342434746535; 4.004384915022274; 3.44899038074852; 2.9117389719807805; 2.402012049918891; 1.9153086209299452; 3.0746295301970727; 2.466130856422054; 1.9031189412777278; 1.395232015287925; 1.0336880768886014; 2.1946422824945775; 1.5819465422549435; 1.093365660676898; 1.0094870353717986; 1.334913609936319; 4.423195885382096; 0.987942166795239
images\BSR\BSDS500\test\384022.jpg; 7.182483889577758; 6.963267411105669; 6.738671560095963; 6.521967564856605; 6.308786711478337; 5.711228162416214; 5.449245377454725; 5.1955738471856545; 4.950467446479317; 4.708599787003212; 4.281774212864082; 3.991689335376754; 3.7128469784998828; 3.457594502671328; 3.27032622466438; 2.8876626811603137; 2.583031393572669; 2.334154527475579; 2.307318087707936; 2.4914682532708983; 2.4531394198911998; 0.731244663124011
images\BSR\BSDS500\test\384089.jpg; 4.623165700914867; 4.321701016952848; 4.020866774803602; 3.7221343406908645; 3.4366777175956575; 3.724868144537426; 3.3672470192166357; 3.018990728980798; 2.6857533877299127; 2.3608083547426393; 2.8561787395944527; 2.4561197715368475; 2.0792757115536205; 1.7270510667387815; 1.4595920885082039; 2.028550036158161; 1.6133012335013404; 1.2663124190072994; 1.2239695834309001; 1.5143617289530074; 4.7529450443358625; 0.7033536548969409
images\BSR\BSDS500\test\385022.jpg; 5.861508351951789; 5.317359749024461; 4.763801641200854; 4.223041369068963; 3.6916015893578256; 4.68198214195573; 4.033979500518039; 3.396767035057159; 2.7801307371998667; 2.1793942818827796; 3.527291813049263; 2.7967257894812567; 2.0979086854367925; 1.4406641384560475; 0.9630766622399574; 2.4080497231432094; 1.637003913439598; 0.9923126610300738; 0.8539588427721406; 1.2037863756991998; 2.4204864933905736; 0.7072369123951877
images\BSR\BSDS500\test\388006.jpg; 9.122743255960868; 8.2057485399475; 7.290188751704998; 6.392383205665106; 5.511988268367402; 7.248237236955098; 6.168801736691687; 5.1238834447223836; 4.108656180621597; 3.1142513238100253; 5.42725881463308; 4.226424024676514; 3.0737368409359758; 1.9756059288503955; 1.0734399808893968; 3.6781338169708397; 2.3957803691943034; 1.2485979056290308; 1.0924459981515773; 1.8957696296910953; 5.038447061193644; 1.0423610912576982
images\BSR\BSDS500\test\388018.jpg; 7.511125694001073; 6.785666011344499; 6.065588755844509; 5.357089617499446; 4.658576344267048; 5.984705803680775; 5.134647999849181; 4.297925245668558; 3.493067462192992; 2.6919380704005893; 4.500559854212029; 3.541084327283258; 2.615652350307936; 1.753807250536909; 1.1021074452038166; 3.05118328688354; 2.0371398965292333; 1.1757341268275512; 1.0414906422586347; 1.5779448545858852; 1.2873955827729306; 0.8567256534504153
images\BSR\BSDS500\test\388067.jpg; 7.378878912551587; 6.670292968171483; 5.972287662186409; 5.301612557450917; 4.629155770240564; 5.872191833220455; 5.067822434123311; 4.26031502740867; 3.49205873481766; 2.7380142235760916; 4.42841759391682; 3.513473721503761; 2.6408107610051266; 1.8172245599527224; 1.1755473806736942; 3.0285566948292915; 2.0602006287120105; 1.224938065040448; 1.1036802977800715; 1.7043558965237158; 1.5579808347853712; 1.0173803265280417
images\BSR\BSDS500\test\393035.jpg; 8.92858570756844; 8.25040284918187; 7.583524789164795; 6.95724036374668; 6.310126210666878; 7.076845134214022; 6.308934879721008; 5.552661680543639; 4.818280374645713; 4.066558526210039; 5.313915348662302; 4.434204613119127; 3.5808879088246397; 2.7637653364830883; 2.077634090609455; 3.5822477794717007; 2.6461939234089735; 1.788683937526248; 1.4605349634255735; 1.6536927426620662; 3.5756926818030887; 0.8706860481409248
images\BSR\BSDS500\test\41006.jpg; 8.478349578588233; 7.595946318561827; 6.717294730781475; 5.851119397192821; 5.008569715024728; 6.717294730781475; 5.687268437201193; 4.657921338979437; 3.659503433687767; 2.685126230081999; 5.008569715024728; 3.8155615008302877; 2.6856688914439446; 1.5842133544643724; 0.6480395621192251; 3.3180021233644594; 2.0503086619633697; 0.8720532345346288; 0.7987625819427157; 1.841421007027629; 3.761495828625363; 0.8752520350515566
images\BSR\BSDS500\test\41029.jpg; 7.036598490614438; 6.415313627777955; 5.788096583582515; 5.185083659812292; 4.584875246646821; 5.58651422354884; 4.863584392311774; 4.144455285696937; 3.446310223251756; 2.7592750016092897; 4.184207084653617; 3.356754645497053; 2.562709072711691; 1.8033085425515551; 1.2006160937746821; 2.8080683789924947; 1.920774624617286; 1.1422411696034371; 1.0418623039650192; 1.6382408256755667; 1.6682198817736698; 1.2668880211437856
images\BSR\BSDS500\test\41085.jpg; 5.317669410111208; 4.784052224293434; 4.2541191523364885; 3.7373285664462066; 3.2211652360209517; 4.2436429614950235; 3.6294780815775773; 3.0059472603441795; 2.4207685639210212; 1.8481713807084743; 3.1999866592398196; 2.505760518510816; 1.838437502822035; 1.242201021216166; 0.8183211904119291; 2.19460137847944; 1.4766310586419458; 0.8949425655309974; 0.8418491330326047; 1.3445703555402344; 4.424503597365302; 0.9086696158564831
images\BSR\BSDS500\test\41096.jpg; 7.763920558714473; 6.949077900977503; 6.146614264934637; 5.3616928458055115; 4.604253677210727; 6.146614264934637; 5.214265594758854; 4.287035263036544; 3.4058433324675326; 2.5320550217887874; 4.604253677210727; 3.5417220092030686; 2.5329699121148153; 1.5766626003717445; 0.8021689469713744; 3.0952161877023663; 1.9711964534455808; 0.9850523351060659; 0.9153831448591929; 1.8228782025733101; 2.705622721881069; 0.9006807070668027
images\BSR\BSDS500\test\43033.jpg; 5.515424654984004; 4.952858648453294; 4.376140916984857; 3.812484694081956; 3.2517873241279203; 4.376140916984857; 3.7073583314610756; 3.040983956763591; 2.424646748998353; 1.8169367302810238; 3.2517873241279203; 2.516242877533204; 1.8186313478810838; 1.184215273048324; 0.7454480622131232; 2.1831969578755954; 1.4465575729119071; 0.828549371893701; 0.7818674446446415; 1.338368882650801; 5.481299834654363; 1.883212142248391
images\BSR\BSDS500\test\43051.jpg; 4.593845334282316; 4.098909035486085; 3.6345185860325153; 3.1861233581515167; 2.7554912397045768; 3.634120399450666; 3.1139777247530787; 2.594805892196928; 2.0808122138184326; 1.5234523053574653; 2.754373196142943; 2.1438574798589523; 1.52344406796444; 0.9071052796706178; 0.5195195845413529; 1.8278383634638986; 1.177148731592003; 0.6105259766616262; 0.5440404651907991; 0.9974194452989514; 7.352085427782949; 0.5615526045829299
images\BSR\BSDS500\test\45000.jpg; 4.084831541038472; 3.704440641020196; 3.3192878705389757; 2.9316960615614005; 2.5629860509987155; 3.315317175404682; 2.854526608903565; 2.4043320218089934; 1.9863478945705793; 1.5854980961976919; 2.5551799252011627; 2.047598939901523; 1.5844058057860808; 1.1890880996228437; 0.9437121003739269; 1.8369647768357384; 1.3413258435265898; 0.9888336934093833; 0.9503170147905624; 1.2456444167694287; 6.9087297315097524; 0.9432229417164093
images\BSR\BSDS500\test\48017.jpg; 5.186422875547238; 4.699464178239395; 4.205426163047962; 3.737846596237848; 3.262769333524486; 4.159413060267848; 3.596808895881745; 3.0233144421730387; 2.4874569116919263; 1.9616798248197236; 3.1699245984192825; 2.5258932605028632; 1.9179004915773301; 1.364351271431154; 0.9602802333669898; 2.2138490176556633; 1.543168005906778; 1.0027810540761648; 0.9507851543066435; 1.4282003141406263; 4.271455221113818; 0.8268381292054267
