Image; Original Power; brightness_0.5_boost_1.0; brightness_0.5_boost_1.1; brightness_0.5_boost_1.2; brightness_0.5_boost_1.3; brightness_0.5_boost_1.4; brightness_0.6_boost_1.0; brightness_0.6_boost_1.1; brightness_0.6_boost_1.2; brightness_0.6_boost_1.3; brightness_0.6_boost_1.4; brightness_0.7_boost_1.0; brightness_0.7_boost_1.1; brightness_0.7_boost_1.2; brightness_0.7_boost_1.3; brightness_0.7_boost_1.4; brightness_0.8_boost_1.0; brightness_0.8_boost_1.1; brightness_0.8_boost_1.2; brightness_0.8_boost_1.3; brightness_0.8_boost_1.4; Histogram Equalization; CLAHE
images\BSR\BSDS500\test\279005.jpg; 2.7720822135367604; 1.60733172077482; 1.7026962715051697; 1.7989835183452587; 1.8938138463281813; 1.9865793074807263; 1.849538554103936; 1.9637477892013764; 2.0752951411; 2.1834169527160596; 2.2904504542032775; 2.0863244318523333; 2.214918423121859; 2.3394042767530956; 2.463438685191548; 2.585473364561069; 2.318780386699879; 2.459703760228859; 2.599382580957082; 2.732390695446867; 2.8612385986892033; 3.560879644852212; 2.1283111730950277
images\BSR\BSDS500\test\28083.jpg; 3.1771236697799283; 1.8443119942534798; 1.927173580008677; 2.010850714020348; 2.0929298833948287; 2.173148588763621; 2.1233931488771955; 2.221395778445877; 2.317805233766698; 2.4122225686323455; 2.5051937721158; 2.39456860160788; 2.505433415901767; 2.6138423372087867; 2.7204790109697177; 2.8252805615596537; 2.660653654183339; 2.7820124906945374; 2.902200730326958; 3.0187342091496276; 3.1297034101843413; 3.26834642564072; 2.8356712780820583
images\BSR\BSDS500\test\281017.jpg; 3.4966712739396026; 2.0323892951013667; 2.0850314974625586; 2.1385664995105933; 2.191037492021813; 2.242387047561678; 2.339044509658293; 2.401797134044238; 2.4633957389834173; 2.523833567927737; 2.5833210998312723; 2.637643324751644; 2.7086547833132535; 2.7779773398261423; 2.8462781920584606; 2.9131596364986687; 2.9298384860576974; 3.0075179669891963; 3.0844569546158946; 3.158446986297409; 3.228015591284782; 3.659520193407781; 3.1504458836940814
images\BSR\BSDS500\test\285022.jpg; 1.6444003527054634; 0.9447884957344285; 1.0128671020836293; 1.0835543767741678; 1.1536767012628313; 1.2208907616289522; 1.0873092239020736; 1.1695780950718173; 1.2523003667601817; 1.3320183812699107; 1.4136044530364689; 1.2282981852583128; 1.3199089996535585; 1.4170350388052768; 1.5045424316672502; 1.5906279776222252; 1.364628003500951; 1.470407047539051; 1.5663044279299205; 1.673549327799265; 1.7626098547588496; 2.9415264485672745; 1.0496272573746241
images\BSR\BSDS500\test\288024.jpg; 3.2110555921434605; 1.864530168137249; 1.9676119557696934; 2.0705912414309227; 2.1716824093288762; 2.2706999482219636; 2.1460826876592387; 2.267183282594029; 2.3856459518573963; 2.502059669647488; 2.616767807576477; 2.4202746201114644; 2.557062169812871; 2.690687289243085; 2.8221337896995835; 2.9510395594102308; 2.6892689064562534; 2.8392982949798804; 2.98734690085817; 3.124398428510247; 3.244920630556102; 3.509238739216203; 2.8434555874176284
images\BSR\BSDS500\test\289011.jpg; 3.002142774138269; 1.7421217060435017; 1.8626781650402366; 1.9837246358098324; 2.1029047732849; 2.219227366119157; 2.0053092494119062; 2.1474585979831664; 2.2872673704823754; 2.424295499727345; 2.5588042864215184; 2.261890105708774; 2.4227190670485674; 2.579639220789162; 2.734189721975032; 2.8852841127572955; 2.5134634096989177; 2.6896267712619117; 2.8640195732376528; 3.034325074785828; 3.199222295026101; 3.4334005679088713; 2.7582173001211845
images\BSR\BSDS500\test\290035.jpg; 3.406838905678727; 1.9790136381428003; 2.08847201420526; 2.1979623647135895; 2.3058966930790072; 2.4113028750600733; 2.2781201376876545; 2.4072986651788586; 2.533440664502678; 2.6573726257238537; 2.779257419934825; 2.569372683024921; 2.714913075192275; 2.8570426886170455; 2.996929165630096; 3.134738905392426; 2.854231627617875; 3.0139974282760273; 3.1717112008723842; 3.325415541997302; 3.4689202747055137; 3.3047108573056785; 3.090345484456008
images\BSR\BSDS500\test\29030.jpg; 2.3522842925903356; 1.361106426141825; 1.4621762924199426; 1.565935333592333; 1.6671051552946512; 1.7664893299742042; 1.5659586085671287; 1.6858951863753637; 1.8062258760803152; 1.9234849609446794; 2.03839639651229; 1.766535794010074; 1.904265215904612; 2.0381332712793387; 2.1700364900507343; 2.2964689469656685; 1.9642643463992084; 2.1141842347438846; 2.262058310364167; 2.4107018418164268; 2.5507842071948326; 2.936308144619974; 2.288611730983801
images\BSR\BSDS500\test\296028.jpg; 4.449817536249181; 2.5897230790299304; 2.7073852850513216; 2.8254153881083632; 2.9412644474095666; 3.054711612165535; 2.9818330205216146; 3.1202990398439705; 3.2562007552819043; 3.3896929912463665; 3.52087761421562; 3.361310526802857; 3.517825513138169; 3.6709487199444046; 3.8214021037982944; 3.968538186940409; 3.7328009654354335; 3.9048569760687935; 4.074401950353736; 4.235323563640966; 4.378182568590706; 3.5816500312870803; 3.9998285594445173
images\BSR\BSDS500\test\296058.jpg; 2.883490268910381; 1.6731672451213833; 1.7983411037427437; 1.9251302182042207; 2.0496229965841484; 2.1712763172444376; 1.925184260616861; 2.073764758256063; 2.2200381915176752; 2.363234900555946; 2.5044012662089847; 2.1713821597186738; 2.3392820167152175; 2.504166380261188; 2.6656458834573145; 2.8240466288897035; 2.4128765616019603; 2.5974569126793057; 2.779250601087732; 2.9570948118320564; 3.1243924425722716; 3.421405052687975; 2.58505844613111
images\BSR\BSDS500\test\302022.jpg; 2.784238643728184; 1.6144073262494867; 1.7346496813421048; 1.8575975116734562; 1.977635164003247; 2.0951709539936862; 1.8575983055507557; 2.000435510645171; 2.1424051246815177; 2.2812831925364465; 2.4163718852719813; 2.0951732645122902; 2.257965657610748; 2.4161110267407744; 2.5736939171474726; 2.7238101598533695; 2.3288902183155398; 2.5069710455689473; 2.6821069875850827; 2.8565782621105256; 3.017466811108904; 2.962435136431495; 2.670930316587518
images\BSR\BSDS500\test\306051.jpg; 2.990964123778787; 1.7339479552703463; 1.8274459989418363; 1.921129107131997; 2.013129449004222; 2.103219942870121; 1.9963405409715764; 2.1063503408403843; 2.2142345572843087; 2.320222964965277; 2.424353520029757; 2.2519269192568636; 2.3762428028692955; 2.497739708056342; 2.617194001765934; 2.7343637166855; 2.502071121110832; 2.6387053622326437; 2.7734278783590423; 2.9046189303392693; 3.027435007103421; 3.367113422214886; 2.9521043122263313
images\BSR\BSDS500\test\306052.jpg; 3.1338616141065785; 1.8183453825652145; 1.901768735537919; 1.984947073440061; 2.0665057100156545; 2.1465683727238796; 2.093098692331416; 2.190738569607677; 2.2864125628854803; 2.380431810378846; 2.472848412941935; 2.3606850643491057; 2.4709436189590708; 2.578762274807496; 2.6848261596959695; 2.7888778735227415; 2.622747261724669; 2.744186399277176; 2.8638305347133666; 2.974737090206391; 3.0618601737854885; 3.4313877914689668; 2.982989254433566
images\BSR\BSDS500\test\3063.jpg; 4.508783730124883; 2.6243776957067677; 2.6736813246718096; 2.7234547114530043; 2.7720087332512273; 2.819778402120217; 3.020905117636311; 3.078678663600148; 3.136178373069177; 3.1922198271243145; 3.2473015321774623; 3.4059931935363013; 3.471792467911837; 3.536009615440142; 3.599284108056978; 3.6604160943519215; 3.7817426734162454; 3.854062416572986; 3.925240746506808; 3.99444764612099; 4.055585120393447; 3.521349254503792; 4.478092392487282
images\BSR\BSDS500\test\309040.jpg; 3.7945970275907466; 2.206262301948694; 2.302863711990286; 2.4002035863764486; 2.4949009613560116; 2.58835672893029; 2.53999942840475; 2.6536737570751145; 2.7652613563528448; 2.874829278958113; 2.983333578889248; 2.8635287448450035; 2.992477883142857; 3.1185358161666032; 3.242615932186782; 3.363178857119517; 3.180975082598552; 3.321924821163424; 3.461198568095638; 3.5830552347876194; 3.6802497067581785; 3.5558514511717036; 3.564176503617505
images\BSR\BSDS500\test\317043.jpg; 3.147153669492115; 1.8268719655276602; 1.9646155385964892; 2.1025439168451103; 2.238327397240441; 2.3709892469839087; 2.103109189034416; 2.2651923794340676; 2.4243843160090646; 2.58052902864864; 2.7338356988830035; 2.3721029147762107; 2.5553489304897057; 2.7341690251829847; 2.9103892927789983; 3.0828324536556844; 2.635516643333837; 2.8364301202004882; 3.0350507056838154; 3.2299737596609206; 3.419697898992079; 3.393081089019535; 3.114507921030476
images\BSR\BSDS500\test\326025.jpg; 1.9170035551445508; 1.1059852884019221; 1.1842431313053208; 1.2679513943597884; 1.347285160641179; 1.42654459256387; 1.2719800785879873; 1.3660259719321253; 1.462979259410919; 1.5558797332456855; 1.6474904861394; 1.4345038809884163; 1.5440267001343486; 1.651157012643082; 1.757069840308775; 1.8544924331008352; 1.597049590128016; 1.7164369568267068; 1.8321066326215223; 1.9488066709966556; 2.049309475738126; 3.092965401277831; 1.8685889030828122
images\BSR\BSDS500\test\326085.jpg; 3.3798242299882126; 1.963045462755794; 2.109071824865193; 2.256664492323173; 2.4006313870505314; 2.5423368065318104; 2.2595372564437572; 2.431558991656221; 2.601512083708922; 2.7677003189158493; 2.931364192364674; 2.548030940822616; 2.7431992341572036; 2.93397779920823; 3.1215759568401955; 3.304674567817305; 2.8307547783430485; 3.044949389993152; 3.2559435594974486; 3.4601785235780023; 3.6279497661939155; 3.3798321977865147; 3.344739283763176
images\BSR\BSDS500\test\33044.jpg; 3.638974224852662; 2.1153145494935712; 2.274899659881176; 2.435139809183511; 2.591482847004272; 2.745287847122568; 2.4351524487537155; 2.6224432365805326; 2.8063919324473914; 2.9870758623413387; 3.16550869623178; 2.745312853606933; 2.9578272775145256; 3.1652991145133895; 3.369652169312356; 3.5681465944718034; 3.050143155346792; 3.2826534910206524; 3.5124050609112776; 3.712802907738248; 3.8737441377181874; 3.6778828411311015; 3.5665543685282253
images\BSR\BSDS500\test\334025.jpg; 2.826494277752855; 1.6401448161465393; 1.7335049344168054; 1.8293519633401623; 1.9230679793672458; 2.0151084626484455; 1.886507098093498; 1.9984141844602687; 2.1088234575049283; 2.217163289225849; 2.3229467280401304; 2.127901900101646; 2.254986428400076; 2.3782775801139056; 2.50018922262832; 2.6200615574838455; 2.3646441390921358; 2.5039122888192935; 2.6414092352505767; 2.776637728511916; 2.9088969254240378; 3.428706916320429; 2.8244025192830318
images\BSR\BSDS500\test\335088.jpg; 3.9086473910564075; 2.2732643147918377; 2.442954501243667; 2.612889994082109; 2.7797700912248335; 2.9431046971374344; 2.616556197751659; 2.8160423258216727; 3.011740123209962; 3.2039482038535825; 3.392741526812786; 2.950375232627657; 3.175821999507416; 3.3961695820958044; 3.6128192976447755; 3.825261473169463; 3.2767434575964804; 3.524555101535207; 3.769136018891603; 4.004462496076275; 4.22080149484163; 3.62427212470334; 3.8263367183414445
images\BSR\BSDS500\test\335094.jpg; 4.604316899065655; 2.6791644449609824; 2.814426939775776; 2.9487277694146847; 3.076129998906153; 3.20497391043502; 3.087326729521421; 3.2421081449650875; 3.3939065779942323; 3.5435831233988266; 3.6942295559126515; 3.47799234848382; 3.655171089828055; 3.8285784181949274; 3.9990058640846966; 4.161296488561366; 3.8640046626781746; 4.056817754124346; 4.246349277559359; 4.371581421153282; 4.41947282393001; 4.095095322327922; 4.5869691492198585
images\BSR\BSDS500\test\344010.jpg; 3.994741373510958; 2.3228643679158685; 2.496442446312976; 2.6701296194937325; 2.839166342183174; 3.0060096113525274; 2.6747953716117125; 2.8774650944576177; 3.076783343665253; 3.2724539826516073; 3.4656067089108484; 3.0151571515640794; 3.245098770334857; 3.469925831574233; 3.691350714309654; 3.9062504663569606; 3.34926609413194; 3.601336814454527; 3.8499638861755057; 4.062326121818384; 4.20654986848322; 3.502241501396866; 3.963497105869939
images\BSR\BSDS500\test\346016.jpg; 2.884884976572671; 1.673691619622189; 1.7991626138110206; 1.9260953199651003; 2.0504870481817803; 2.17225211851941; 1.926224898745829; 2.074719844950202; 2.2210834178060557; 2.364442672619445; 2.5052121127085702; 2.1725073152412704; 2.3408455470449017; 2.5050792886954065; 2.6669420226322127; 2.824885427591933; 2.4144040785645244; 2.5985962531676647; 2.7808127399544333; 2.9604616189085116; 3.1347716697077015; 3.4803156920447105; 2.8584951529551104
images\BSR\BSDS500\test\347031.jpg; 4.177817889280387; 2.429277216975871; 2.5619486297669316; 2.693741107830946; 2.819805801519967; 2.946583033723336; 2.7993571224088964; 2.9520039546635615; 3.101832834356366; 3.2490437389700992; 3.396731418320655; 3.154641193216055; 3.3286888690901275; 3.4990551007873902; 3.666405790898566; 3.827362061946815; 3.50445334807938; 3.69441532991954; 3.8816151394366045; 4.031376398572049; 4.134591009715104; 3.590742690023441; 4.013744507888472
images\BSR\BSDS500\test\35028.jpg; 1.9101909222946114; 1.1008203914745593; 1.1839796319590925; 1.2684313193375374; 1.3509014790177902; 1.430942586098563; 1.2684313193375374; 1.3664045596649776; 1.4634416692598429; 1.5587564374233298; 1.651973196250463; 1.430942586098563; 1.5429526633253872; 1.651550017069065; 1.7596928903310627; 1.8637358591631081; 1.5922963875139373; 1.713838367405883; 1.836251187358662; 1.9525888812051022; 2.070390079331131; 2.6625144371374954; 1.5877822582771322
images\BSR\BSDS500\test\35049.jpg; 1.7294676139182497; 0.9968422264984094; 1.0700676999833691; 1.1466898471407816; 1.2211657579944486; 1.293714550983039; 1.146705512724373; 1.2342723961890991; 1.3231232776878092; 1.4090622621566433; 1.4925769168074987; 1.2937454256436565; 1.3951618191538953; 1.4922062017485949; 1.5911525322225035; 1.6840100032479677; 1.4400385238826476; 1.5501387756369396; 1.661604785271497; 1.7644982053599234; 1.8716569864881154; 2.7920545212408348; 1.343375929594348
images\BSR\BSDS500\test\36046.jpg; 3.53790272055282; 2.0550179843008274; 2.1466001980556437; 2.2383196545994033; 2.3283655112581085; 2.4166378523399903; 2.366112466107804; 2.4736636670030254; 2.579348421962062; 2.6831614457813417; 2.7849747709254493; 2.6684323660273206; 2.7901970735265524; 2.9088409371852832; 3.0260437817506074; 3.1404153591238897; 2.963809707663836; 3.0973888038180633; 3.2293014964326123; 3.358691668907102; 3.4832198023468472; 3.2780763612529493; 3.4692161650842643
images\BSR\BSDS500\test\365072.jpg; 3.564825135386517; 2.071625853292113; 2.2263723135960376; 2.3820514246179325; 2.534166127616626; 2.6837088706698076; 2.3845873914988; 2.5665831526572864; 2.7456689143376662; 2.921376203295953; 3.0941248837270416; 2.6887649697670875; 2.894984991650006; 3.096421032965895; 3.294852002446679; 3.4884095352825124; 2.986819719433217; 3.2131668459239155; 3.4364288529600158; 3.644867669190276; 3.8170871341392356; 3.4201963196139924; 3.5309413875705133
images\BSR\BSDS500\test\368037.jpg; 3.642831734724816; 2.116562760699844; 2.243324099193642; 2.3695880268990512; 2.492957687081281; 2.614082442561769; 2.437322333975861; 2.585034710895474; 2.7297832919129172; 2.8729746874891458; 3.014428529340254; 2.7474474851294284; 2.9156057318850483; 3.079893732643337; 3.241594857333841; 3.3967855101895035; 3.052344198147201; 3.235783691590408; 3.4171116039604437; 3.575454032339396; 3.700679216712164; 3.3259787169774757; 3.60908288919979
images\BSR\BSDS500\test\372019.jpg; 3.7944369725226594; 2.2058341583212657; 2.27716013389532; 2.3491500490450705; 2.4197171816122034; 2.4888106476787253; 2.5393000213148964; 2.623645993338999; 2.7065511778736924; 2.787835778227066; 2.867783208649328; 2.8633230027854815; 2.9588115612142056; 3.052027925499074; 3.143788786927023; 3.2336123888490746; 3.1800976095073983; 3.284880539847028; 3.388150116703077; 3.4890230084686378; 3.583602242213543; 3.2784681644481943; 3.7686235704742113
images\BSR\BSDS500\test\376086.jpg; 2.216685256461828; 1.281954725272641; 1.3722268802814739; 1.4652231496052228; 1.5549974197755811; 1.6434978887065907; 1.4757929013729958; 1.5825406359622203; 1.6893643273246772; 1.7936945146098293; 1.8963034112304418; 1.662741498223368; 1.785628068023625; 1.9047067096619794; 2.022536113983545; 2.1360087162635075; 1.850539279390851; 1.9841711664390282; 2.1167940243074357; 2.2378844475090576; 2.3395004461277735; 2.9903493740941034; 2.147475819317638
images\BSR\BSDS500\test\384022.jpg; 3.702914934497761; 2.1519459699305865; 2.2024440077689387; 2.253093997363488; 2.3028185312722527; 2.351475478864065; 2.477554738605918; 2.53705572087334; 2.595332359214598; 2.6525680388009594; 2.7088627179414613; 2.793977230331322; 2.8611541143121517; 2.9268305680060216; 2.991394670693158; 3.0548764459014763; 3.1029694584426726; 3.1768396375311267; 3.2497174359750014; 3.3196957122733926; 3.38094104714677; 3.2611165399440765; 3.6610290365766742
images\BSR\BSDS500\test\384089.jpg; 2.2434219638913784; 1.2980702603712226; 1.3626525342562854; 1.4291731204047162; 1.4936429135735856; 1.5573823213113092; 1.4933007656309898; 1.5700835142810405; 1.6470004355150472; 1.7218494750970532; 1.7953957865268573; 1.6844927487283134; 1.772454051926257; 1.858204928617089; 1.9425453266862176; 2.023992231000914; 1.87317232766565; 1.9690871996426083; 2.0636200843046124; 2.159011441447136; 2.2495914576756495; 3.1821702151262703; 2.2137791463906153
images\BSR\BSDS500\test\385022.jpg; 3.248729765875807; 1.8873496945415134; 2.0177899566080537; 2.1502447605038952; 2.2787113143386106; 2.405567931146673; 2.171693085450998; 2.3257114195991533; 2.4774532034656334; 2.6265194632039637; 2.773816645424106; 2.448158849349415; 2.623520214633992; 2.7947164637946185; 2.9634317518228785; 3.1266311019798163; 2.720780615951942; 2.9122659581429153; 3.1014236423820085; 3.2642273955838546; 3.3934962690547; 3.73008045922697; 3.2233102375283704
images\BSR\BSDS500\test\388006.jpg; 3.519852103748308; 2.043769725580313; 2.194266494540364; 2.3437403519670696; 2.48980338887405; 2.6338550261154037; 2.3542937580354284; 2.529038981088573; 2.7014395774941606; 2.870320559340675; 3.036482595924256; 2.654714976047161; 2.852993790721928; 3.046647534486101; 3.2370498940176406; 3.4225013811634692; 2.9485593370311554; 3.1662821976921562; 3.3804675720213435; 3.5815314992751883; 3.7450649530587774; 2.710241450111486; 3.433123898986289
images\BSR\BSDS500\test\388018.jpg; 3.5818275310608945; 2.0814648795480353; 2.2286915697232716; 2.3769434181326248; 2.521146026428804; 2.663560091314959; 2.39612654931212; 2.5690369156336628; 2.739158781855384; 2.906289322269873; 3.071203905520969; 2.7013820893532565; 2.897821170193656; 3.089625224994715; 3.278564872012558; 3.461868824386172; 3.0012214041681045; 3.2162364648758963; 3.4283016550556296; 3.6133664412073414; 3.7559061768422257; 3.4654074376046253; 3.5475700570458693
images\BSR\BSDS500\test\388067.jpg; 3.4624827227782062; 2.0118690249103013; 2.150749120315013; 2.2905286656414057; 2.4271713124524443; 2.5614026115808044; 2.315633519738237; 2.4793655570738276; 2.639904727725085; 2.79754752912373; 2.9528649414186665; 2.611071821112103; 2.796280522466455; 2.9772349702970575; 3.1553504285124716; 3.3297705949131506; 2.900715685035791; 3.1039026575409467; 3.304244238288136; 3.4919403748137072; 3.6519383576866704; 3.2915208574852364; 3.356582562681041
images\BSR\BSDS500\test\393035.jpg; 4.73220522788642; 2.7534411496121; 2.9063849956267442; 3.057552837616821; 3.199825032768964; 3.345200756372902; 3.174410512566619; 3.3482296342494817; 3.5185389238169966; 3.6862127807505027; 3.8565182747000044; 3.575402148690278; 3.7747092731494387; 3.969783827049075; 4.16138306074066; 4.3433221430619895; 3.9724223527817073; 4.18898106264625; 4.401813741268265; 4.546900986237173; 4.609812057079175; 3.9647278118436726; 4.635418659537649
images\BSR\BSDS500\test\41006.jpg; 3.6720826313138466; 2.133949547043695; 2.2953931895395585; 2.45672839905222; 2.6153577497497453; 2.7705121379593107; 2.45672839905222; 2.6462147882804254; 2.832161418681325; 3.0147840536008284; 3.1940193130219585; 2.7705121379593107; 2.9845926249676404; 3.19379571544196; 3.3996175206671455; 3.6015442728241345; 3.077197694765139; 3.3125100446259097; 3.5449066702137437; 3.771577772796895; 3.9798490128553663; 3.036087066051268; 3.5525663069812263
images\BSR\BSDS500\test\41029.jpg; 3.7138825767177694; 2.15957901982491; 2.298469223994948; 2.4382291727041494; 2.5751199101446107; 2.7093025627118377; 2.485378992713157; 2.649252771355408; 2.809837982750707; 2.967702890528141; 3.123169662658889; 2.8023872363352766; 2.98773266212444; 3.1688640461560666; 3.347104539650114; 3.521506812414995; 3.1129112090741855; 3.316139592367985; 3.5169125882070666; 3.7025563185962125; 3.869227742743693; 3.58975954829025; 3.4697449883707834
images\BSR\BSDS500\test\41085.jpg; 2.6004166172669585; 1.5075837709799387; 1.618455099276468; 1.731666862223772; 1.8425758581745033; 1.9509832636611821; 1.734301232606518; 1.86668282238926; 1.9970610220114051; 2.1248776119430084; 2.250457497825078; 1.9561796073307547; 2.1063164884680785; 2.2526947126758348; 2.3970572342129297; 2.538233959125105; 2.174745691188351; 2.338676714580841; 2.5012222983088606; 2.6594734282200414; 2.810400127767257; 3.3558489051787115; 2.4965251750830832
images\BSR\BSDS500\test\41096.jpg; 3.089558099504893; 1.7928551113713533; 1.9278756612429255; 2.0639025557313255; 2.197232156493528; 2.327634874744828; 2.0639025557313255; 2.2228079458696466; 2.379714076699601; 2.53345926117748; 2.6842826949749465; 2.327634874744828; 2.5078934975685487; 2.6840453071181205; 2.8573341721324717; 3.0262968531326964; 2.5861181602015946; 2.784041883756095; 2.9790637649755976; 3.1715883817262545; 3.3575493073639406; 3.009360317634393; 2.9945637778741823
images\BSR\BSDS500\test\43033.jpg; 2.2840971868779385; 1.321137986575214; 1.4202285659874896; 1.520725108208452; 1.6194454540069847; 1.7157748975651597; 1.520725108208452; 1.638353434323862; 1.7543919225587024; 1.8680468129145356; 1.9795567725946541; 1.7157748975651597; 1.8492413029316024; 1.9791742269342067; 2.1076646019712797; 2.2327672831766243; 1.9078812831022007; 2.053540766492717; 2.19806073413738; 2.3402447137838975; 2.4792154481982243; 2.93091974597946; 1.9864430824482049
images\BSR\BSDS500\test\43051.jpg; 1.969584496054006; 1.1386044328196003; 1.221441351709206; 1.3079946582183255; 1.3929540465812782; 1.4767084285479624; 1.3081553915473132; 1.4086274102525365; 1.5095409600769205; 1.6077268919834744; 1.7036535206395518; 1.4770309092704323; 1.5917984120214423; 1.7033900084054965; 1.8144063689063765; 1.9192529558305857; 1.6426469043470142; 1.768164597591579; 1.8917258235839598; 2.0117615911055178; 2.120518965552308; 3.1279543922570436; 1.9050370319180756
images\BSR\BSDS500\test\45000.jpg; 1.900046351594208; 1.0974775388304507; 1.1766644370449; 1.2601886803171527; 1.3410337596412663; 1.4202748700231482; 1.2615366006447906; 1.357593088623992; 1.453800292278249; 1.5476403942482737; 1.6399172421816957; 1.4229724785407802; 1.5335928908491125; 1.6408714132740472; 1.747181942428376; 1.8489935622320408; 1.584028287144009; 1.7033523162754065; 1.8223919421199213; 1.9406889183771496; 2.05503154139247; 3.19916454914508; 1.9400767850153964
images\BSR\BSDS500\test\48017.jpg; 2.4143542711137598; 1.3985870072447157; 1.4960099059483671; 1.5973322445976565; 1.6953543102123927; 1.79174469899001; 1.60843225661509; 1.7250253548669643; 1.8417853691441057; 1.955730637012138; 2.067632978407589; 1.813640713979196; 1.9478217073884447; 2.0781252365876384; 2.206977485538672; 2.3304770056996924; 2.0171055619543523; 2.162548790183763; 2.3070432916188683; 2.4506151926602824; 2.58615779626012; 3.1589632625923256; 2.3680293025995565
images\BSR\BSDS500\test\48025.jpg; 4.031474708072476; 2.344743798814108; 2.521234351692887; 2.6983226680660484; 2.871680090852504; 3.0418677221252652; 2.699132588834175; 2.9061740329736; 3.1101139878496706; 3.310283136993996; 3.5063364532297734; 3.043487182971702; 3.277919499302983; 3.507007365612213; 3.7327490418126654; 3.9528507676497626; 3.3799559787429927; 3.637615186369094; 3.891947082659963; 4.138378677091815; 4.352812753862284; 3.5171950772837457; 3.9884042490567264
images\BSR\BSDS500\test\49024.jpg; 2.293166290845271; 1.3268003014734508; 1.4255692574934442; 1.5266977656306244; 1.6256886878579386; 1.7223318140669004; 1.5267054283538055; 1.644515773838985; 1.7611447040723085; 1.8753359619319643; 1.9871892316262683; 1.7223484987949604; 1.8565136214477336; 1.9869340913931135; 2.116122035702638; 2.241195937160961; 1.915514852762134; 2.061659846757436; 2.2066032971278444; 2.3492497561738652; 2.487789819002764; 3.0753468270264555; 2.1943525608120282
images\BSR\BSDS500\test\5096.jpg; 2.1548487380095067; 1.2465481970234562; 1.304578775406129; 1.3657496580002642; 1.4249710534482471; 1.4832954399446678; 1.4333735326220094; 1.5039685829958451; 1.5744690944258317; 1.6430143086970128; 1.7107218245357405; 1.6169920399221807; 1.6978411868754641; 1.7765564481655707; 1.8541053666156921; 1.9293063007801776; 1.7988278615449618; 1.8864208956375719; 1.9731357676778436; 2.0606722131396036; 2.1440828421090923; 3.4226162704857015; 2.5176910452476706
images\BSR\BSDS500\test\51084.jpg; 2.7094424483849124; 1.5703864153548575; 1.6871913893984312; 1.8063694567169897; 1.9223003587810068; 2.035839284376153; 1.8072657696482315; 1.945124150899457; 2.0826629871847677; 2.2170920318529435; 2.349333287172013; 2.037657505428712; 2.1957590353929106; 2.3500292920040886; 2.501755031946405; 2.647252201547413; 2.265525167879239; 2.437347884458665; 2.6080780940171926; 2.775954431743347; 2.929057060050757; 3.162372933296638; 2.6670419845750217
images\BSR\BSDS500\test\6046.jpg; 3.5212799746671934; 2.04589073720299; 2.1934421092526195; 2.3416712155343467; 2.4845109288081653; 2.6269134652027715; 2.3562536810938504; 2.528409975780048; 2.697698982648228; 2.8638780443655616; 3.0294171441338156; 2.6556557996544066; 2.85174511630501; 3.0433172944778306; 3.2319097842854103; 3.413990039908214; 2.9511439482624717; 3.1650545077385495; 3.3762197991655905; 3.560801444100209; 3.7122799722565185; 3.6699473702317023; 3.422899969355058
images\BSR\BSDS500\test\61034.jpg; 2.8719775555266955; 1.6643842266515563; 1.756022237707146; 1.8481981590150547; 1.9385139931933122; 2.027263794832132; 1.91654224848908; 2.02408972593806; 2.131019811947118; 2.2353133445860283; 2.3377913363038747; 2.161809189579692; 2.2843553140377093; 2.40375920680485; 2.521443763202704; 2.6346672702753193; 2.402082527168315; 2.536281805017134; 2.667973298805633; 2.7956438994405257; 2.9028467382472534; 2.8186055674110233; 2.752369514911472
images\BSR\BSDS500\test\64061.jpg; 3.97552895664563; 2.3126134399033647; 2.483279759974046; 2.6541014208272697; 2.8222031544918997; 2.986250915564501; 2.6616177515463484; 2.8624809907507154; 3.0593744947947283; 3.252818600461187; 3.4427535766447326; 3.001067638883272; 3.227891720141209; 3.4498443647663835; 3.6675931617526283; 3.8817791673790367; 3.3330360130860477; 3.5825253580210483; 3.8287017335705924; 4.070154487675203; 4.307261142914248; 3.6843946315761227; 3.5190563186762174
images\BSR\BSDS500\test\65084.jpg; 3.150733822052294; 1.828293081937203; 1.962746315681076; 2.0976813721577017; 2.2297266988176068; 2.3594485922407182; 2.104932878085615; 2.263007565499354; 2.4181097175471105; 2.5707947300448533; 2.720793602841628; 2.3738212044122573; 2.5530472863108056; 2.727648407548231; 2.8999059533125853; 3.0679831309099943; 2.6375343879493633; 2.833581914397316; 3.0281692744077953; 3.205796640009313; 3.338208275414853; 2.9505459592786125; 3.0428049000032287
images\BSR\BSDS500\test\69000.jpg; 2.71977589180112; 1.577367993335865; 1.625934675036029; 1.6760537010428083; 1.724554781066269; 1.7723964970689772; 1.8148032951210886; 1.8727736552172998; 1.9302175310288219; 1.9863934819955642; 2.0418551263357743; 2.046468097708156; 2.112493413467723; 2.1770711995671603; 2.240543610117037; 2.3023680579122443; 2.274694171925872; 2.3468716122902538; 2.418132102966607; 2.486616281236792; 2.5412833861671187; 3.3975687560912813; 2.690912925435073
